z_0,z_1,z_2,z_3,label
-18.66473,83.52558,-97.54912,0.37588984,0
-75.16498,15.8266115,-18.92111,21.398216,0
-6.0095053,-20.803265,-19.252247,81.50913,0
11.206397,48.189022,11.991182,51.23389,0
22.46387,37.350807,25.949884,61.517582,0
-43.287903,79.753555,-8.043126,0.79447514,0
63.615295,17.634531,-1.9478881,53.516525,0
-5.548246,50.313602,44.781902,34.154003,0
18.55983,-34.88833,-6.953438,73.15479,0
62.179085,28.612526,-28.651842,49.008724,0
54.32971,27.26965,-8.76494,66.727455,0
1.833481,29.908018,29.968475,66.656006,0
54.22705,-4.282918,-53.49208,40.36199,0
66.391,15.877247,-43.56392,43.01743,0
1.1591282,-64.0134,-0.3822962,22.505804,0
-50.31478,74.835205,-5.773097,4.3302956,0
7.155579,-30.46499,-22.603313,55.869156,0
-14.739973,-12.078992,-40.184143,28.879276,0
-5.6645417,23.490488,-69.07164,16.962528,0
19.278294,-72.97698,-31.035011,10.634366,0
35.883465,62.751675,-29.347134,-11.456037,0
59.326622,7.2952,-37.79622,49.062397,0
-80.4092,54.167267,-76.109985,2.7293673,0
-7.0315037,-41.589436,-35.681263,54.140804,0
28.918453,-42.772118,-11.501831,60.18073,0
56.646366,15.062096,-14.034923,68.14942,0
52.423244,70.94509,-34.231182,17.160793,0
51.430744,7.773505,-10.339314,63.877254,0
67.09895,44.633358,-45.611675,26.428303,0
5.3383193,-50.287758,-0.4032641,59.646667,0
-45.495735,70.48858,-0.8776885,7.205784,0
21.29218,-56.79372,-30.513754,29.137955,0
-19.966625,-60.54266,-8.442052,51.97385,0
32.995518,41.504562,10.610149,60.054047,0
32.26151,-58.18925,-47.757065,20.526342,0
-11.643536,-56.842728,-18.934053,43.30558,0
-1.2490016,-54.615734,-17.261751,35.940277,0
54.400574,13.041051,-6.2280865,66.79842,0
-78.80339,58.765156,-32.05346,6.343884,0
64.28478,7.657579,-42.02668,40.542233,0
21.081934,-52.824566,-42.318615,33.120132,0
-2.8110907,-33.875076,-51.322483,-4.3604026,0
10.765326,-51.159775,51.975685,50.25515,0
-3.5214608,-37.117252,-34.07534,18.741129,0
10.386935,-63.806755,-57.737106,9.154575,0
-1.3383546,40.958538,34.0457,54.27409,0
50.411125,23.714138,5.863305,6.870214,0
55.389515,17.06446,-4.9922724,65.59364,0
-15.639831,-57.501446,-18.715437,42.977283,0
-16.798693,76.60312,12.429033,12.042601,0
23.783104,29.261518,16.043282,73.67741,0
25.867847,27.184229,10.518289,8.457541,0
-4.7900977,-47.926735,-18.547552,28.250563,0
58.313866,8.150572,-33.396492,52.129837,0
-2.181288,-58.469685,-11.8162775,26.458746,0
-39.255978,75.71748,2.4390087,4.9797153,0
11.249863,59.7799,17.164732,41.685326,0
-15.934677,-60.528618,-11.683762,47.013733,0
55.596443,17.966545,-4.8686132,65.62352,0
-13.162569,76.964066,24.100655,12.945397,0
51.830475,22.665901,6.336343,8.903958,0
-3.3845642,-44.66689,-30.871315,16.344564,0
5.769158,-47.024765,-21.619152,50.730667,0
28.90033,-36.262917,58.59911,63.681675,0
11.2154455,-30.720783,-38.543255,54.459126,0
26.655518,-47.93004,-42.222305,38.557312,0
61.81344,7.420146,-41.66731,44.02249,0
-41.672382,73.35991,3.8301957,-1.1697859,0
-1.6570482,-58.074047,-13.828678,33.19661,0
53.562504,13.526579,-7.965072,69.108604,0
40.230614,-52.212307,-50.018658,26.41323,0
-78.737915,59.03846,-35.713913,11.565941,0
33.31672,40.99323,9.688107,60.221226,0
-17.773628,-56.77815,-18.986103,46.12579,0
-26.31574,75.05086,6.1415434,8.65169,0
19.474669,-52.1637,-31.110582,30.967045,0
14.15439,-31.600449,-49.449146,14.746772,0
31.584042,-15.366444,25.211485,76.00295,0
9.275654,-28.900434,-27.38474,64.52299,0
11.573664,-34.813248,-42.99457,44.96453,0
-10.48191,-8.279012,-30.781534,8.9304495,0
-3.525445,-59.538788,1.6000233,55.01922,0
17.787453,33.97538,21.547585,67.99009,0
60.507057,10.780902,-34.415203,51.006973,0
25.269615,69.35226,-1.9305664,32.34108,0
50.950924,5.780808,-8.656896,62.01003,0
1.4891936,-41.136997,-9.214305,72.757706,0
45.354786,-6.425967,-31.86391,51.287407,0
23.00814,-65.39164,-31.367123,26.228924,0
21.886623,34.6506,-61.941162,6.6367936,0
-71.31115,63.483948,-17.027023,11.983262,0
26.126747,-39.654873,-72.47129,9.506632,0
-36.228504,41.629547,-95.793236,30.431583,0
9.603425,28.12359,-74.19185,-0.7096291,0
4.9651675,-27.028976,-25.179264,39.822407,0
56.204624,37.462036,4.2475715,13.220493,0
38.1408,-30.154875,-70.56511,13.605331,0
3.1560268,-62.89944,3.9596133,16.154264,0
46.60377,38.478947,21.580088,36.179436,0
52.469715,26.481827,-7.2086153,65.224915,0
-10.882697,-52.42342,35.136784,39.374825,0
-83.42562,38.78002,-28.36865,16.021883,0
56.738174,14.797802,7.173503,22.860332,0
-39.514637,65.512085,12.172471,-2.6521206,0
10.702961,-52.191086,-66.61703,4.7022166,0
31.164566,-43.925537,-49.37916,5.1517115,0
8.128808,-35.897747,14.64816,77.20714,0
3.8709443,-4.192229,-20.337275,70.22234,0
31.354507,-54.55325,48.01875,55.454884,0
19.721354,-54.691963,-43.680004,25.073019,0
-63.39527,61.95933,-3.4624658,13.985325,0
20.790543,-53.88169,-45.793163,27.935421,0
-49.552532,71.11925,-0.39514217,6.8633847,0
38.58903,-42.333252,-9.351426,44.73079,0
58.4921,-24.98454,-57.775448,-3.962197,0
4.516106,-39.527702,11.5331,73.74061,0
-51.425625,72.63361,-6.169095,-0.35263345,0
2.3187542,-69.56273,-19.755602,13.068811,0
52.521637,19.453505,7.3996663,11.797918,0
-20.73017,70.74387,26.540709,3.1254237,0
-76.3397,56.727196,-20.67201,12.556728,0
50.306805,28.25102,-6.5523405,66.56571,0
-34.25144,-61.82088,-6.968469,39.708225,0
43.0846,30.731646,25.96183,47.382973,0
-3.3895872,-8.257976,-37.15674,29.14746,0
35.770844,-30.030289,-67.73686,16.15814,0
57.524612,35.8081,5.4862423,15.345733,0
-71.005066,36.293724,-91.52211,28.391903,0
54.213127,65.96888,-46.72029,7.458193,0
54.682552,17.646946,-7.9256907,68.92929,0
-89.823944,34.43394,-54.489147,9.961907,0
-52.772472,76.54923,-11.443054,4.563607,0
14.4218645,-32.90137,-42.946346,50.376526,0
22.434713,-67.95968,-31.174627,23.48812,0
49.176476,-2.3688045,-32.65333,53.677155,0
56.33144,10.1791,8.235603,24.738392,0
7.052567,-30.781895,-11.387167,78.52809,0
61.082245,13.9821825,-30.160006,52.484818,0
0.39843684,55.36689,-36.377216,16.710869,0
-18.575645,-66.952965,-9.284799,32.80765,0
50.81252,26.852953,-8.533541,65.82709,0
-2.3513036,-45.1172,-28.874868,55.282948,0
28.636871,-45.04521,-70.64028,-3.4011796,0
36.006927,-38.443768,-71.966156,0.9963065,0
37.030956,-38.534943,-72.999596,-0.743406,0
-79.79219,59.61783,-52.29987,-0.4721562,0
34.287914,-44.527424,-56.701336,-11.919493,0
34.35484,-37.44516,-73.59228,2.4251149,0
55.494083,7.791014,5.152004,23.483429,0
-41.207897,37.7716,-78.2518,47.571384,0
-60.909195,49.116436,1.1178625,6.336234,0
58.31555,15.279976,3.750535,19.615292,0
47.16195,-15.414765,-66.810555,18.312542,0
-46.1021,57.305763,9.966756,-1.4435252,0
48.60759,37.061085,-3.6364093,64.434494,0
2.9340355,-20.615774,-17.258324,47.913334,0
22.62596,52.00434,17.379665,54.22213,0
55.781082,8.868333,-16.112906,63.846684,0
23.257563,-44.88161,-72.38424,3.8283224,0
-47.67694,73.44334,-43.494846,-14.474022,0
41.83995,33.077053,1.7147673,65.74697,0
-8.428716,-32.518387,-20.282232,76.018875,0
43.62569,-57.682877,-40.605934,29.05381,0
-45.309147,81.035065,-92.91702,6.5667663,0
23.79651,22.736835,-64.210175,-11.085548,0
51.521744,56.237495,-31.259817,-9.437903,0
4.691742,-33.68138,-14.685136,75.854324,0
7.2487316,-35.82914,-35.253517,53.546497,0
12.560073,-29.840042,5.996021,86.60172,0
10.835255,-32.215168,3.692389,85.11874,0
5.2789416,-30.693058,-15.22669,75.74902,0
-21.620548,63.400604,-97.77978,21.83424,0
14.512713,37.265617,-74.89652,-4.225421,0
46.89228,63.038445,-31.775143,-10.319182,0
23.443462,55.188713,11.957702,11.572562,0
-2.7885056,-28.590286,-23.532183,73.87839,0
40.353054,-58.45674,-39.620922,27.816628,0
6.129159,-34.32738,-12.814376,76.35637,0
17.262976,22.349546,2.60053,39.614243,0
55.52288,8.627863,-16.68279,62.982254,0
21.45248,-45.52368,-70.89967,4.160764,0
40.381393,39.635704,2.3711305,60.909355,0
31.70966,-13.032948,-9.633944,19.650623,0
45.310707,38.215088,-0.19830637,62.981445,0
-26.483992,65.803085,23.814207,-1.3154732,0
73.80754,19.721357,-53.23013,25.24063,0
48.69407,-10.362111,-61.312073,27.75494,0
-72.64087,22.616854,-81.46297,20.574884,0
-54.267025,53.900295,5.1200852,1.8046507,0
58.593163,3.9959517,-0.48230755,43.197655,0
33.73723,-37.50182,-73.36816,3.3052394,0
5.255033,-67.92591,-13.058232,25.544296,0
38.736,-37.06689,-71.460045,-1.114588,0
26.93154,31.984138,13.1574545,69.63154,0
32.828644,-41.372295,-71.43452,-2.3895838,0
36.216606,-38.368145,-72.53174,0.23684457,0
-6.612465,-49.398716,-26.300474,54.54277,0
-84.48042,53.940475,-57.451836,-0.5598589,0
27.519167,-19.984365,-61.268238,-9.925151,0
36.505302,-38.32949,-72.81778,-0.07562569,0
25.592323,-45.637295,-72.78873,-0.83253574,0
-5.2693515,-49.792564,-28.151552,50.11996,0
26.574333,36.742615,12.707415,6.1348214,0
57.846867,6.0371857,4.6248918,51.804634,0
51.57866,6.746005,-10.942203,63.462616,0
32.729595,-37.820175,-73.54792,4.1705265,0
10.084773,-10.360099,-45.874596,37.783653,0
62.018555,11.281806,-39.053577,48.48419,0
-37.578743,67.38694,13.023759,-1.657427,0
48.735165,5.454988,-10.979122,62.53997,0
46.00463,29.590094,3.4511697,62.658478,0
-12.501298,55.71201,40.86366,25.81311,0
-8.648,83.62092,7.241607,9.438105,0
27.251438,-57.069107,-35.315395,29.20692,0
-74.77154,63.61715,-30.966131,9.6442375,0
58.3345,4.630808,-39.970886,49.891624,0
46.503204,-57.092823,-42.083294,29.756788,0
46.61147,12.190269,-57.193573,111.06439,0
9.627751,15.744994,5.7822075,21.207462,0
-58.55367,67.68016,-52.95657,-8.2083,0
30.361609,22.830618,-5.964588,50.134686,0
-4.6604395,-40.223934,-24.74992,67.09912,0
4.5673475,-34.896194,-30.292002,60.472023,0
8.665067,-25.690968,-22.088415,69.50779,0
26.479263,-25.25703,-47.342422,49.559166,0
34.613186,-40.24052,-72.6565,-1.3524585,0
-17.551714,20.419487,33.484646,44.334023,0
-24.415064,33.04964,31.45822,32.74528,0
52.60444,-7.2775517,-58.29165,30.808615,0
-3.693413,-54.41842,-56.263947,15.487158,0
3.1985126,-34.156178,-26.857113,65.67085,0
6.870966,-27.837473,-16.66991,73.78204,0
-0.13097242,-36.329422,-24.517593,67.65182,0
40.069218,26.557934,-5.560635,59.597366,0
10.095938,15.499261,6.291731,22.056347,0
-3.2328982,53.71297,-92.69497,9.134159,0
49.010345,-56.282547,-43.780224,30.516485,0
3.584229,-24.183043,-24.391077,71.10326,0
56.39817,30.502977,-13.9692335,62.81729,0
16.042257,33.94822,0.9218205,62.367405,0
20.718857,-52.89788,-35.33343,30.379944,0
-16.197594,62.802544,36.890923,19.033585,0
-22.733643,85.75789,-0.95777273,0.53047067,0
44.651966,34.924603,3.005149,61.254314,0
-44.81299,63.02526,9.482109,-1.1213758,0
48.717636,5.5924444,-11.056742,62.84443,0
-80.95014,58.799534,-44.568027,4.589921,0
59.840973,3.1256495,-47.68398,43.3644,0
33.445248,-37.5701,-73.18508,3.6777105,0
51.575718,5.9521303,-9.425078,61.955536,0
52.43387,17.50448,8.628514,13.172289,0
-33.679714,80.23371,2.3183177,-1.5765889,0
-8.113209,-52.29322,-24.510746,48.5502,0
36.364193,-38.540855,-72.61222,-0.025747087,0
25.037432,-45.16297,-73.15336,0.9539159,0
-69.20965,23.87429,-84.41559,12.266362,0
38.904274,-33.744553,-73.345375,3.4627779,0
24.616184,-43.67937,-73.662704,3.943823,0
48.569202,-2.711891,-26.754435,56.676094,0
27.806889,13.6807785,-44.676105,74.61831,0
33.70801,-41.412163,-71.18709,-3.6246278,0
29.329094,-42.444874,-72.35387,0.49388987,0
43.102795,28.502653,2.6613164,0.68445414,0
32.41514,-41.27264,44.51666,66.73088,0
30.970982,-37.835728,-72.679695,6.3205004,0
-8.019675,-54.817165,-4.4943857,56.082,0
41.057346,26.344934,7.4305596,3.7313132,0
53.038376,13.2373,-0.11496907,64.21196,0
0.715575,35.84421,32.07879,58.77026,0
54.257607,7.4638433,-15.747439,63.496506,0
22.217995,-54.361977,-47.33864,23.693705,0
27.891083,15.997648,-45.739662,70.54199,0
-7.2939305,59.4774,35.219975,32.962875,0
0.34355396,24.29547,-75.47382,8.92877,0
22.431807,36.59255,17.170616,68.06916,0
-8.185434,-6.276014,-25.50487,36.316486,0
20.940702,-42.535065,-69.702156,15.113174,0
55.0415,16.605152,-10.475101,63.67426,0
-39.86546,57.05944,-82.815475,9.338208,0
3.441086,-36.94423,-16.215515,74.27807,0
51.304565,21.801348,-6.2151337,68.17818,0
39.689976,35.73295,3.1253061,63.140816,0
49.402657,-1.0862361,-24.113455,61.71503,0
1.8695841,-41.564854,-12.209175,71.64301,0
38.75787,72.580765,-17.559652,26.886415,0
-14.698267,-60.89118,-17.354483,36.873096,0
55.870255,28.876503,-12.483022,69.78008,0
-12.950141,-57.553207,-21.2367,37.65957,0
51.45365,33.794327,-7.184896,66.707016,0
2.4212687,-37.260025,-15.193586,74.047226,0
18.853325,34.909218,6.541119,4.7699475,0
50.853977,-0.64259917,-23.77201,61.02777,0
41.88421,34.67928,1.1500288,64.00258,0
1.5468664,-39.373814,-19.72448,69.12352,0
45.37959,30.867708,-0.9959506,67.30935,0
52.55074,20.72024,-7.360711,67.33046,0
10.763987,4.659836,-49.756557,42.28336,0
22.51617,-44.370087,-72.124596,9.558676,0
-8.942148,-3.6736965,-22.43368,41.367786,0
18.787357,49.29375,21.137758,53.71552,0
11.089415,-16.562923,-49.871048,-13.42673,0
30.57704,14.893201,-48.86669,79.48713,0
-5.5675597,50.037853,34.93502,44.07595,0
63.441704,8.095525,-1.068476,48.73975,0
14.025551,-62.44541,-51.56398,14.767529,0
-55.285595,47.884983,5.240518,2.8748555,0
54.013863,-3.0529823,-48.477734,41.792206,0
52.74411,11.99321,0.67208654,62.84971,0
19.029396,-62.9891,19.096838,49.418777,0
27.075285,-40.74374,-72.94091,5.2026916,0
28.207832,45.69694,12.401313,51.745068,0
51.90539,17.811022,6.014615,11.864775,0
34.60979,-39.8369,-72.07634,-3.2620962,0
32.12933,-40.775623,-72.88149,0.09468167,0
25.163233,12.226265,6.4526577,72.91722,0
43.054848,-9.19535,-28.250782,59.750355,0
25.243855,-44.591743,-73.551155,2.1402397,0
-14.978593,-42.02398,-18.55051,73.4467,0
66.72046,7.700549,-50.285255,29.755768,0
28.632275,-42.04633,-72.57047,2.5040107,0
43.84663,-34.98542,-71.00548,-1.3429482,0
22.901484,3.9838445,-23.513096,36.129112,0
47.651146,11.797797,-57.090996,107.56173,0
30.546236,-38.20702,-74.06975,5.391921,0
61.574604,5.533197,-46.67231,42.872864,0
-4.187783,62.40924,29.350706,35.527977,0
8.947708,42.56556,-77.42858,6.786472,0
46.9848,22.287188,10.994671,11.370532,0
-12.308478,66.76919,32.32046,24.388351,0
48.852253,5.6250324,-11.050232,62.88076,0
-50.29961,73.89609,-6.3294845,1.1742688,0
54.347153,7.4148,-16.796179,62.576466,0
23.043245,2.117189,3.6147194,74.68365,0
-0.106943235,-24.575264,16.465946,88.70494,0
-31.201416,32.461956,-86.916,30.301668,0
52.74577,5.7185636,-18.894236,60.228878,0
51.522236,21.358501,-7.1332655,68.18267,0
2.7123601,-41.662342,-30.136353,53.399822,0
52.4937,-52.22748,-46.046688,29.451616,0
45.93445,9.853246,-54.509712,107.646996,0
-20.853048,88.83573,-61.53575,8.851114,0
-67.63675,51.937737,-95.23405,12.615636,0
-1.3929169,-47.97966,-46.137028,32.85106,0
-12.828926,-63.65651,4.769475,34.57743,0
5.9284644,-36.197033,-1.4789565,79.29244,0
23.700834,64.940254,-31.702164,-8.577309,0
8.336306,-34.030087,1.0311365,82.13385,0
14.464921,34.364487,-68.47431,-11.504808,0
-10.974991,-55.105965,-25.249367,37.926838,0
52.57791,11.87671,-4.1472406,65.8158,0
53.469467,-50.36161,-47.242596,28.46251,0
46.59879,10.652333,-55.39003,108.64849,0
52.04662,21.120274,-7.164574,67.80739,0
1.0358478,-44.616676,-28.867172,55.282055,0
49.647003,1.0434704,-18.916744,59.285023,0
-84.773895,47.770782,-36.830856,11.79024,0
-6.7537446,-30.112644,-16.522825,70.31067,0
-2.777909,-27.988213,12.521661,87.96982,0
-58.45023,70.72462,-10.10137,3.8758104,0
54.331345,7.4209824,-16.910566,62.62332,0
-18.830383,71.595116,26.519766,5.3326354,0
55.846245,10.202831,-16.238018,61.58836,0
46.27837,26.930851,1.8637396,65.844,0
31.766619,12.007537,-55.692177,-7.082075,0
-16.273132,80.63636,17.112793,3.172767,0
63.61701,10.650692,-41.68751,45.4981,0
32.203384,-37.518044,-73.55906,4.996236,0
47.33743,-4.3109803,-29.033232,60.465885,0
47.506992,12.648455,-58.383278,109.95889,0
24.916056,-44.74077,-72.41709,1.885539,0
37.05677,-38.48226,-73.08375,-2.029057,0
70.5432,51.905373,-49.01461,6.1052303,0
-12.939516,-36.99074,-19.757334,74.520836,0
-55.4437,77.788345,-14.071899,6.4006023,0
-14.38766,-61.185966,5.536512,55.357704,0
17.592783,42.32029,-70.1985,-10.977353,0
1.5841596,-51.23044,-62.080685,11.464086,0
-55.54553,73.080635,-11.135261,1.9118026,0
24.572493,-42.846832,-74.04559,5.570569,0
-47.38609,67.439156,1.3736192,-4.5724206,0
3.4083881,56.864285,-86.73175,-6.366655,0
3.430749,62.90837,-54.1444,18.457844,0
-79.3525,60.581284,-44.54662,7.5026007,0
2.6891856,-33.016674,-22.52159,70.47867,0
51.97712,19.376226,-1.7759054,66.14007,0
58.329597,8.38842,-33.38911,51.828236,0
23.688196,28.66239,15.069949,73.99671,0
43.783203,-13.01765,-12.058334,10.952192,0
35.118885,-34.91174,-70.83667,7.629591,0
53.130806,6.694093,-3.26691,58.011158,0
-11.399537,-34.02892,2.416226,85.11957,0
0.2317833,49.83604,28.727598,49.13739,0
-9.57228,-9.500573,-32.257893,20.923855,0
-12.383968,40.066128,15.215169,57.39598,0
-32.250446,82.397865,-0.69253415,-1.463869,0
-38.98699,79.386,-2.5143225,-2.0771577,0
44.594357,-8.826573,-43.4779,48.00679,0
17.932627,-68.776535,-26.14231,24.721407,0
52.357677,20.9814,-7.2287474,67.65463,0
25.980288,45.53565,16.29059,58.314426,0
50.236454,29.558142,-7.734364,64.94641,0
49.379128,-1.0853745,-24.054783,61.701584,0
54.59352,-1.4973502,-43.08441,47.456116,0
11.230988,-29.820984,-37.235382,53.987564,0
-78.23567,15.482739,-68.63632,17.608126,0
45.93075,36.98103,-1.0387033,64.6312,0
49.17422,35.612267,-3.7886062,65.39313,0
4.897856,-35.22112,-35.29227,54.192703,0
-86.49121,55.02339,-52.27089,14.11214,0
-13.445052,-59.48207,-23.832836,34.945538,0
52.893955,-3.2061396,-46.293743,45.3223,0
48.537777,30.822702,-5.4616303,65.38971,0
-14.925666,-54.11964,-9.8697,57.587147,0
52.402603,20.801367,-7.2716074,67.51724,0
25.353657,-4.3409286,-46.063442,40.231327,0
19.389969,-73.02352,-25.926807,22.339436,0
-43.23919,79.23365,-6.7807746,-1.5526386,0
-49.020634,75.04679,-7.042681,-0.46514177,0
-8.343989,-1.7296264,-20.54839,45.820194,0
20.282341,-40.445934,-46.815536,2.5771785,0
-21.344318,-29.210375,-21.631891,77.58146,0
-19.639992,-48.910645,-24.549694,62.569515,0
-2.5913339,39.83144,34.20147,54.505035,0
6.3513517,-17.75902,-23.764729,21.807974,0
16.760324,-41.10472,-57.00622,33.09942,0
51.65952,23.148848,-1.9704192,66.88225,0
21.096712,49.080784,21.363705,55.43007,0
58.472763,6.252839,-38.64983,48.804886,0
6.03652,-27.33641,-21.485111,69.597466,0
37.53405,11.946557,2.184965,70.083496,0
24.784044,77.41888,-11.257429,24.705526,0
3.4601653,45.876568,-27.342134,12.0623,0
-63.226086,53.74109,-93.76778,16.940275,0
-61.548557,55.32267,-82.6867,41.36424,0
29.8784,-51.1589,-39.804638,43.136974,0
-12.170371,-63.2992,-18.846851,31.443995,0
-12.386644,-51.91679,-36.52747,38.613247,0
-17.58847,-55.469532,-2.5359087,58.433903,0
-43.45607,81.52968,-9.732894,3.228793,0
-17.475193,-47.78599,-14.094911,65.98859,0
17.816143,47.901928,-68.916725,-9.909899,0
15.548664,36.041935,11.495217,63.58297,0
-47.09872,76.14788,-6.1764708,-0.36787766,0
6.4247355,-48.60499,-64.08087,13.172362,0
-17.0606,-65.92533,-12.466841,30.97594,0
25.806469,14.859117,-38.748928,61.879246,0
48.054863,-29.652966,-57.30935,4.693485,0
44.610943,20.464256,17.986471,54.91313,0
48.54002,24.745241,-5.660309,69.56947,0
-6.3487787,-44.773544,-19.65356,67.956215,0
-86.54371,49.23909,-51.845966,7.7321033,0
54.567066,0.9561258,-37.43661,50.417732,0
-14.233041,-63.444046,-14.421814,30.511757,0
38.060543,24.808174,15.061674,60.94757,0
54.39756,30.955088,-9.685549,67.031845,0
-29.081379,82.23942,3.262853,-0.9997142,0
76.92279,17.703424,-58.85722,11.907063,0
-1.5858258,-24.382912,-32.933487,46.68623,0
-6.0591006,-40.621796,-32.32819,58.07716,0
-23.556778,72.10125,13.565329,10.29987,0
-8.615891,-9.2176075,-30.962934,24.779104,0
21.700768,-78.77731,-24.572819,16.563158,0
35.69187,11.529281,5.1270933,70.84641,0
-11.582982,84.0109,13.731647,4.259958,0
38.65876,-33.69195,-73.57442,11.941489,0
28.356619,-32.84595,-66.3103,20.478695,0
66.37012,20.351091,-38.438972,46.672756,0
34.331665,40.558605,9.04461,59.205074,0
-46.92933,63.719715,-101.16243,15.040306,0
53.71495,31.445332,-45.826687,104.9575,0
55.946587,0.85684335,-40.91305,49.5217,0
-22.00009,-66.212875,-16.243353,34.856747,0
-18.452366,-65.183174,-10.19066,35.293404,0
-17.216105,-63.9402,-13.728148,35.6522,0
58.44063,27.5812,-16.716208,60.484253,0
-16.185564,-62.825996,-21.057476,34.255264,0
-87.16911,50.287254,-60.784065,10.653682,0
53.93024,28.477148,-8.822633,66.58479,0
36.741245,36.733772,4.6072836,62.587353,0
67.65447,57.181152,-44.73991,18.660383,0
-80.48188,54.950356,-73.0066,-0.45298997,0
-0.6646763,70.114655,21.812222,28.21186,0
-84.94547,50.884228,-45.1122,5.4783945,0
21.222437,-76.84522,-25.75186,19.2192,0
-22.103567,77.89351,-59.111134,22.329792,0
-8.247129,-7.1183405,-27.216125,33.630993,0
-34.80267,71.70954,7.7521644,6.345766,0
