z_0,z_1,z_2,z_3,label
-8.596495,-20.549822,-16.711649,83.13194,1
56.576653,9.647966,7.8782144,27.274971,1
9.364387,-61.060665,-18.188862,27.059965,1
14.8078785,-51.14985,-69.68494,3.556509,1
46.29212,-6.367874,-27.956861,60.941902,1
8.422391,-24.932281,-20.131813,71.2518,1
6.8647356,-52.771523,-63.4871,3.2756846,1
55.50896,9.844572,-16.413347,62.01687,1
7.6737204,-77.73185,-12.925012,8.267225,1
16.875763,-44.690773,-68.91198,10.205321,1
6.928378,-70.46677,-33.833397,11.9972315,1
42.664707,-30.262764,-72.23276,4.287475,1
20.036913,-20.870691,-26.953539,21.130753,1
22.554516,-45.24638,-72.47777,3.537238,1
43.145298,-8.654566,-31.685541,56.613308,1
46.32752,-20.730957,-68.79472,15.70545,1
21.526724,42.634754,21.98683,61.860207,1
-3.470025,-52.84313,2.9117422,59.373074,1
23.218353,-44.717598,-72.19856,4.134305,1
3.8358107,-61.162415,-48.363632,12.334382,1
55.595913,-75.52274,-30.458546,17.140154,1
-21.275957,-72.83263,-27.156479,4.5253983,1
21.964256,-12.128823,-61.195282,-9.267797,1
39.345646,-36.32657,-69.128845,-4.190284,1
0.70224285,-63.515823,-22.67397,14.517343,1
29.49676,-23.00448,-65.432465,-7.3208575,1
-44.191082,69.645744,-92.24132,-3.0533912,1
54.9948,-1.174449,-47.92358,43.185337,1
36.350464,-32.960777,-71.37583,12.241708,1
0.6646253,-42.532063,-10.097962,71.56298,1
57.470818,-70.85085,3.7682636,37.21603,1
-24.95958,-60.501446,11.662358,28.828688,1
44.03408,-38.19654,-52.930218,-8.618842,1
19.311134,-40.91861,-69.108116,16.917187,1
10.190912,-9.259667,-13.389288,53.217415,1
-11.457188,88.29123,-66.02522,-6.2586985,1
50.654213,26.390572,-57.0863,115.2311,1
-13.34056,3.2365546,-61.844776,-12.102086,1
56.251446,11.755006,-14.880463,66.28877,1
-3.8817055,-40.56843,-36.733517,50.64524,1
54.69195,-62.589695,-36.72281,23.812288,1
12.937919,-55.986027,21.67912,63.06987,1
1.596588,-49.6401,-61.53516,16.701534,1
46.64629,-69.08149,-4.055912,41.03455,1
31.234066,-41.259403,-61.295715,-1.4048233,1
30.203373,-23.055168,-49.145767,-17.135782,1
9.361612,-31.717695,-34.964634,54.015877,1
66.468796,17.640121,-25.366657,45.08155,1
18.047749,4.3356113,-35.230305,12.24177,1
-0.26812646,-61.860554,3.7300053,47.283497,1
-17.839163,-51.463673,-20.830088,25.043787,1
7.9510846,0.40908113,-47.935204,-3.7943106,1
25.361282,-65.83986,-49.888073,8.663166,1
40.803986,-32.441257,-72.8316,3.496798,1
3.6366055,-34.6787,-28.540686,62.664307,1
9.32603,14.177724,-38.03504,21.472527,1
34.394234,-1.6864437,-43.03445,-16.888672,1
-27.778234,-59.041267,-26.529133,35.03758,1
18.779518,-19.780254,-40.875496,-11.883459,1
19.002651,-64.59127,20.413513,45.241066,1
20.282795,-42.300465,-72.29835,11.620209,1
29.524824,-65.56368,19.67979,44.15935,1
15.534724,-37.162716,-60.13877,30.692839,1
-27.807968,-54.828747,-27.021431,42.63711,1
19.033592,-19.885351,-44.149174,-4.3304605,1
34.698307,-12.516931,-41.892384,-17.700203,1
6.0359206,-8.735235,-24.382286,-6.2100377,1
-5.6735024,-42.72869,-22.792694,68.300095,1
37.754456,-34.710163,-73.14915,1.0311868,1
-15.734321,-53.58644,-16.067772,27.443026,1
23.835304,-65.4259,-50.374004,7.5009246,1
8.635936,-0.5746541,-47.626526,-3.4996789,1
33.142834,-37.89765,-71.01269,5.9047427,1
6.2325134,-56.36055,8.140836,54.942005,1
2.0947053,-36.26352,-33.795303,56.026573,1
0.719736,-19.948324,-27.55101,28.619432,1
47.16507,-68.525505,-9.467705,39.433266,1
13.205401,-48.427227,-69.05483,6.409042,1
29.18999,-41.77241,-62.86424,0.98297256,1
1.0969363,-49.800735,-62.057175,12.794917,1
9.6247225,-60.56072,19.09336,58.025192,1
-9.422829,-41.139797,-33.801807,58.402504,1
3.6794312,-47.418728,-62.087498,18.461391,1
-13.034959,3.42223,-62.517303,-12.131568,1
1.0306739,-49.26183,-26.712376,30.697088,1
55.177845,21.355999,-39.219994,94.49264,1
6.001297,-15.268625,-14.442711,59.704628,1
25.467186,-27.138817,-47.374313,48.314014,1
33.870922,-38.866966,-69.49519,-0.4918043,1
-22.875793,-59.32889,15.085591,30.652914,1
38.66167,-40.979004,-55.90428,-8.660868,1
0.95280355,-42.723278,-11.29813,70.57281,1
45.963924,10.802332,-55.191677,107.61198,1
54.926735,0.42130867,-42.564148,46.4572,1
50.01174,29.288956,-6.2708397,66.32568,1
40.083538,-31.35194,-69.05553,10.768651,1
4.189959,-76.02923,-15.360951,9.3126745,1
32.18189,-23.331966,-67.13525,-5.329575,1
22.876411,-16.122257,-61.254738,-10.101832,1
38.546238,-35.152946,-70.45394,-1.7584528,1
-22.652502,-69.39535,-27.040165,8.289958,1
56.47942,-72.78218,-38.09621,15.562356,1
3.231193,-62.363544,-45.131126,11.451194,1
38.369137,-30.099361,-74.39816,10.798719,1
-5.4670362,-55.246777,-0.18491983,56.788517,1
43.893177,-26.029633,-70.81157,11.479735,1
5.134265,61.689938,-45.195103,9.0029335,1
-9.794671,-55.282864,-9.827885,52.488197,1
-21.324001,-30.462545,-21.25139,76.35715,1
-21.145874,-57.42304,-29.68607,28.637432,1
4.8386335,-66.46046,-39.441753,12.606667,1
38.668243,-28.054808,-71.733505,1.1560187,1
-1.434946,-58.982574,-25.421528,15.043599,1
45.824615,-22.27239,-38.46826,21.632124,1
39.73561,-36.27347,-68.07873,-5.199131,1
25.844616,-16.811424,-62.725544,-9.532918,1
60.522945,-71.40448,1.0740155,38.89956,1
1.9965289,-41.405235,-7.6657143,73.49213,1
31.21505,-35.227528,-71.22419,14.458227,1
42.584442,3.8757033,-7.617752,67.2027,1
48.56824,-8.596222,-54.55154,34.2763,1
21.889717,-50.813263,49.4275,56.473923,1
-68.14411,59.64622,-88.715996,14.507372,1
28.703535,-44.02031,-66.5776,-2.3089771,1
-8.913037,-29.251263,-13.60291,67.05958,1
-27.13401,-61.48318,7.992185,26.934608,1
-9.024308,-57.074738,-40.932957,19.13948,1
16.92581,-40.274426,-64.373436,21.920702,1
-3.050272,-41.03377,-37.8963,46.21942,1
56.138744,11.702604,-14.652059,66.07082,1
5.561584,-55.596565,-20.792328,28.557638,1
-1.4086417,-53.070885,-55.242382,21.128708,1
36.263653,30.755455,21.141693,60.019356,1
-35.50269,78.636,3.428927,-1.7456683,1
-11.563234,-60.233208,-1.1093731,53.764664,1
67.016075,31.644049,-15.260535,37.280506,1
0.5276105,-32.66543,-49.899082,-8.779951,1
15.797955,-26.063044,-36.045547,54.625454,1
29.328398,-21.223988,-45.147533,-19.225899,1
38.83037,-72.613106,0.30953,34.278263,1
31.052256,-18.328012,-45.001713,44.60144,1
-18.871134,-49.303078,-26.044554,22.237879,1
-4.1417155,-61.10117,-0.27826357,41.572643,1
18.884832,-50.14055,-69.9104,-0.20667975,1
27.510637,-31.853157,-61.542587,-10.240191,1
-14.343927,-59.17741,-2.6187534,55.960052,1
-86.567825,46.543156,-46.68743,7.596329,1
-4.421391,-50.393696,-45.773285,29.760132,1
10.973535,-64.41846,17.520117,45.944294,1
61.551594,6.347497,-45.04515,44.78007,1
18.817823,-20.142939,-37.147255,-16.015347,1
-24.126125,-36.981377,-24.489267,71.36061,1
22.232666,-13.598341,-32.362072,-16.225586,1
-27.258432,-43.878456,-26.043203,60.29661,1
7.8310294,-43.028812,-53.776604,31.79467,1
53.583416,30.175547,-11.620982,61.609882,1
3.1483645,-63.60023,12.487213,47.511387,1
-14.692115,-56.56612,-5.687049,56.941494,1
-74.521736,55.498585,-19.661064,7.972654,1
32.838097,-15.722426,-43.588837,-17.530613,1
-7.4802794,-60.023216,-4.241456,35.44221,1
19.984425,-49.262398,-70.4164,-0.7990272,1
26.011425,-63.18823,-50.80357,9.862,1
-20.512177,-46.94422,-30.82546,20.898916,1
32.533485,-16.697445,-41.3079,-18.693829,1
33.021862,-75.79382,3.0519125,30.05827,1
-1.2921648,-33.284447,-51.102936,-10.837563,1
50.486702,4.258226,-17.418865,-14.098126,1
18.859262,-23.91308,-37.372185,54.790836,1
-6.130053,-58.14636,6.639794,58.79272,1
-57.723362,69.55778,-9.302855,2.124124,1
50.750454,-34.352047,-51.510674,-7.5055604,1
-3.2885776,-55.95341,-49.63068,23.812778,1
55.576637,13.038279,-13.915632,64.93528,1
3.5464401,-54.41099,-22.181583,28.923468,1
-0.1512558,-49.48063,-58.898853,18.359827,1
5.602414,-38.50393,-39.94558,44.47557,1
31.275291,-31.864271,-66.019295,20.430641,1
35.747726,-41.30863,-60.212517,-5.6073623,1
-27.63806,-62.247524,5.184313,24.611176,1
-14.291666,-27.003239,-28.607513,43.661964,1
16.920723,-54.127846,47.982845,52.542957,1
-69.263626,70.252846,-17.666216,20.144773,1
52.21597,-6.2553053,-52.529694,35.60885,1
11.244665,-50.54555,-66.02895,4.4571466,1
44.911545,7.2168818,-4.698343,69.28944,1
64.87062,-70.48128,-0.28001285,43.374695,1
3.784933,-38.516846,-4.5237384,76.13716,1
60.68253,32.704063,-25.167118,50.219013,1
53.666225,-2.6176076,-22.451757,-4.930623,1
25.29127,-14.704688,-62.44374,-8.891774,1
34.442375,-27.929434,-70.17606,-1.8130685,1
-1.8260806,-31.067133,-35.489605,19.008455,1
3.493466,-65.941086,-40.286587,9.728151,1
-26.032488,-38.63822,-24.111353,68.27227,1
-22.512589,-63.51376,-27.53574,16.595346,1
-8.328475,-55.145885,-6.231456,53.89538,1
60.286846,15.686478,5.8592796,38.138012,1
41.049274,-28.92269,-72.84751,11.162916,1
2.798889,-81.80828,-34.654564,-16.719538,1
-57.89909,58.288902,-82.377785,43.693466,1
7.511992,-57.354355,-56.123333,13.596006,1
26.763468,-42.619995,-70.73907,5.746238,1
-40.772263,-43.7136,-9.00314,-4.145035,1
-1.0558426,-49.575176,7.779523,62.715603,1
-22.488535,-28.853777,-61.62488,8.601323,1
6.0095577,-20.306343,-34.337543,40.6208,1
46.54846,-26.104548,-72.662506,3.5546105,1
73.10957,19.202238,-43.238117,16.698086,1
-0.41632557,-53.3103,-13.341195,53.74576,1
34.93274,-11.394845,-42.94107,41.982178,1
53.04181,5.1312895,-22.354336,60.016,1
29.689568,-45.228943,-13.265389,57.20468,1
20.201912,-55.071724,-42.748337,25.047096,1
19.01465,-48.929604,-70.30495,4.0411134,1
18.707369,-37.40122,-71.23463,12.9664545,1
7.041281,-48.534298,-27.001633,40.34138,1
-9.570492,-59.265305,-0.8418257,54.666744,1
37.40334,-38.299618,-72.386475,-0.92666334,1
10.543143,-11.230115,-54.477192,-17.77409,1
50.063744,26.645136,9.904363,54.81794,1
-8.525208,15.41299,-60.823917,4.7826004,1
9.52405,-47.079872,-58.555122,25.99975,1
49.58447,-7.908436,-52.891205,38.832314,1
-6.6480446,-67.023125,-46.076054,-14.484128,1
-13.503797,-81.12376,-14.989747,-3.43032,1
22.636667,-61.58342,-47.20918,20.18559,1
55.83502,17.582705,11.131248,23.203102,1
18.127018,-40.648952,-68.528564,18.34888,1
1.5127057,-12.659424,-31.523445,-6.9734364,1
27.926846,-65.73113,-11.962388,39.47664,1
4.765443,-38.41117,-39.717804,46.422585,1
-2.315324,-48.04608,-26.204615,49.143124,1
-8.12032,-56.024956,-0.41025898,56.68772,1
-48.847153,17.442318,-79.27198,39.831665,1
33.149845,-21.344208,25.84014,70.729164,1
24.717047,-1.6414703,-51.91785,-12.54822,1
26.647045,-40.56782,-73.180046,8.038289,1
32.790043,-14.891531,-47.52731,-14.78235,1
19.58636,-48.900864,-71.85994,2.02206,1
21.158665,-43.99746,-70.86691,12.25674,1
17.008905,-59.075714,-38.048943,25.84427,1
3.7340298,-63.038868,19.415031,33.808624,1
-2.903923,-58.430744,-43.114117,14.336188,1
34.543312,31.669386,-5.1910334,-4.0236015,1
27.743374,-60.754196,29.755705,48.75351,1
-2.8334897,-57.761795,-46.33895,15.082823,1
-0.37837744,-63.013657,16.743464,33.470608,1
22.703194,-45.887207,-72.54212,5.1086984,1
12.146488,-56.90735,-41.00552,27.200068,1
32.61235,-2.4887547,-44.541447,-17.440199,1
20.89985,-48.683796,-71.0166,-0.24808824,1
20.647305,-38.51463,-68.77917,18.250252,1
30.07646,-21.255598,-56.111294,-14.243169,1
12.976911,-42.758976,17.885689,67.09559,1
-12.868215,-54.116276,-11.882877,53.5418,1
-11.41888,-8.743311,-30.884247,3.3027267,1
20.495443,-71.43756,-8.728531,31.481678,1
-2.687795,-47.11459,-28.734825,47.71791,1
3.8549926,-39.978477,-41.574944,42.700073,1
23.032228,-39.714233,-71.70763,12.714765,1
0.5010668,-12.843217,-32.48372,-8.691693,1
-14.894214,-78.5692,-9.690373,-2.438966,1
56.76334,16.846905,-12.317809,65.67584,1
23.539791,-64.25484,-46.410168,16.77012,1
47.228886,-9.249615,-55.70918,35.838093,1
-9.387734,-71.55191,-40.184864,-11.353821,1
-9.744972,16.988846,-63.4584,7.3126044,1
51.242115,23.762604,11.538565,53.833168,1
11.075205,-8.705437,-55.410645,-15.833255,1
8.417712,-47.737305,-62.380264,21.012285,1
-0.59187824,-58.166203,-35.65946,25.217884,1
41.214115,-34.628746,-72.4168,1.8004388,1
-11.836143,-59.446995,-4.5951915,52.872643,1
20.12674,-48.57676,-70.951546,3.3279061,1
22.17376,-39.483635,-72.22231,10.488426,1
27.916124,-42.77611,-11.575797,61.332592,1
55.64221,11.956291,-13.558579,62.964134,1
19.060492,-55.20036,-46.403603,26.886585,1
37.232624,-11.695631,-47.596844,40.13278,1
25.241203,25.862373,4.6121163,68.58979,1
-5.3530006,79.32947,-81.17012,9.571179,1
39.69933,-37.22604,-71.783615,-2.5716271,1
-56.657814,65.95756,-86.5964,12.161187,1
-15.283874,-29.974024,-67.88574,9.216089,1
-4.6836295,-50.506157,3.941183,60.76171,1
31.49056,-42.28476,-67.82159,1.8177323,1
-40.12657,-39.28739,-10.6054125,-8.943966,1
-70.530876,47.882324,-80.75525,32.403946,1
14.942296,-49.571186,-60.595333,18.598429,1
2.8450968,-83.76909,-29.65851,-17.719763,1
-40.6609,-47.08877,-7.834547,2.453942,1
38.176804,-40.062164,-61.574986,-2.771518,1
44.75775,-17.349768,-64.529495,21.924767,1
17.388578,-45.307735,-65.15554,20.009455,1
-44.70231,64.58884,-77.40733,50.580296,1
8.688991,-50.417118,-65.769585,5.464364,1
-18.170567,-42.977848,-25.83862,53.55451,1
2.7067323,-47.41468,11.380774,65.78402,1
4.8653502,-47.57719,-63.74477,17.611246,1
-3.7143178,-58.16935,-18.442493,41.558754,1
-3.438527,-55.94555,-15.215563,47.009933,1
38.65413,-15.428258,-52.607075,37.12909,1
44.526592,-27.689644,-72.70946,3.527125,1
49.52107,13.250816,-38.64524,-13.642765,1
15.042022,-34.356403,-69.77467,16.374792,1
0.8174621,-54.133484,-56.28024,17.802326,1
57.91978,9.417333,-39.12571,-20.390896,1
16.797157,-55.257473,-49.68735,26.811285,1
48.894485,-3.1054654,-26.896025,57.574608,1
13.211493,-45.400105,-66.93898,19.343115,1
7.519492,-17.064161,-52.72628,-21.436237,1
49.845684,24.586382,17.878689,22.718552,1
-7.9434185,-58.69782,3.113519,56.756344,1
45.7015,-23.968897,-72.377396,7.887976,1
41.9717,-1.7131447,-34.990337,-22.727625,1
-3.002738,-59.565636,-37.78495,20.344149,1
-12.453563,-63.796036,19.046644,12.086293,1
54.283916,8.682825,-15.910716,65.739136,1
-20.04482,-73.05836,-1.4228698,0.82962716,1
-10.391048,-78.755905,-30.090517,-8.439439,1
47.180305,-10.880674,-57.911167,28.962791,1
-3.3340333,-53.00679,-18.097963,44.70173,1
13.129657,-70.96218,-9.306917,23.369188,1
-0.06550239,-9.4726305,-37.867897,-7.955309,1
3.180919,-49.319695,-62.595234,14.037526,1
5.3801017,-52.649483,12.930107,61.142014,1
16.767443,-67.43125,9.333652,29.637217,1
-5.290166,-47.981144,-30.134085,50.679768,1
29.450788,-41.879276,-73.33996,1.65999,1
28.783737,-63.429337,-38.36242,23.44984,1
-58.839195,21.78734,-10.158118,-1.5171212,1
18.342009,-64.556854,-36.902786,21.711561,1
30.876862,-41.323906,-72.775246,2.0282092,1
35.141502,6.8097005,0.34752008,73.18228,1
26.745255,-44.98784,-72.31388,-0.64827305,1
28.434807,-28.842482,-59.517235,-12.507001,1
31.122631,31.547718,-2.3950558,-2.9687326,1
7.3476796,-62.88713,21.605194,34.072018,1
33.918507,-32.839516,-61.73353,14.212043,1
11.6239605,-63.4237,23.61263,36.181282,1
14.976536,-40.849186,-64.20904,23.5322,1
32.72824,44.385197,27.767778,22.159233,1
20.4886,-50.16148,-70.07553,-2.544207,1
30.709236,-30.774204,-62.745865,-9.641099,1
21.102215,-64.07398,-36.921326,23.282143,1
-50.897327,81.70481,-22.243525,7.858288,1
22.704956,-46.60167,-72.50948,3.9333847,1
-7.7690463,-1.5139925,28.705824,77.04668,1
25.148825,-65.45505,-37.946285,21.992973,1
29.098986,-36.806812,-67.57116,-7.6027837,1
-13.08966,-54.704353,-16.040041,51.861168,1
22.431627,-68.47639,9.499193,29.626457,1
9.643171,-49.326828,15.714931,64.19188,1
1.7768018,-10.0475025,-34.735985,-5.507888,1
-2.9073312,-54.978996,-58.10895,12.059085,1
-3.020599,-63.984726,-4.4609947,36.32784,1
16.027622,-71.207596,-9.012731,26.032246,1
-10.111525,-75.38432,-35.226418,-9.909404,1
46.019665,-10.752363,-59.11686,30.435915,1
54.075474,8.686828,-15.816221,65.74906,1
-17.580862,-75.55277,-4.798813,-1.0248504,1
-14.4317255,-64.1534,16.220854,9.836216,1
43.682575,-29.245407,-71.741196,5.8124976,1
-4.396404,-55.004562,5.4848413,59.58376,1
-1.9991971,-59.81315,-36.289967,22.5845,1
42.53351,-4.779753,-33.87582,-20.319725,1
7.7560906,-48.00696,-63.433598,18.58245,1
54.04019,20.802996,15.887172,43.118977,1
8.482351,-18.297306,-52.96854,-20.200605,1
18.00177,-55.96826,-46.359966,25.80315,1
48.99666,-3.1200724,-26.908945,57.5894,1
8.089791,-4.0714765,-34.311405,46.715168,1
33.74455,-35.12873,-73.46454,9.559755,1
4.332331,-60.744606,-43.649864,17.700663,1
43.39643,26.765594,-39.671143,-12.403498,1
47.234413,-22.824745,-72.37126,6.643931,1
37.196045,-16.166712,-52.22146,37.888985,1
-4.6212516,-56.44213,-17.440393,42.321682,1
-2.4330697,-55.746845,-22.988659,38.701225,1
12.906321,-43.2659,-65.964485,18.77902,1
4.7402816,-42.083733,13.718501,70.2332,1
7.8220305,-49.639362,-65.75004,8.437981,1
-17.481617,-45.838478,-21.881815,54.936874,1
18.691881,-45.215553,-63.575928,21.04433,1
43.213684,-19.471382,-65.921616,20.985321,1
-3.2534273,-39.567585,-55.896442,19.452002,1
-40.964493,-47.39389,-8.482409,8.546141,1
36.337063,-39.69803,-64.41725,-0.26762238,1
-58.16501,66.43572,-86.25927,9.577961,1
-6.8075643,-43.08597,-51.85251,22.653427,1
43.62173,-15.991636,-61.63218,25.188288,1
13.37627,-39.883144,-49.768867,40.09207,1
-32.112602,92.354965,-69.163956,-8.089814,1
-34.822536,-37.67032,-19.117146,44.394573,1
-78.09109,43.244144,-77.08991,23.975113,1
10.278107,-57.300873,-54.62891,17.250011,1
17.077911,-38.879307,-62.288418,28.799318,1
-41.466587,42.37839,-78.04992,50.95139,1
34.271797,-11.324391,-26.047739,56.864624,1
55.60205,-6.465034,-36.662697,-9.244746,1
45.548412,-7.093767,-26.795341,59.513363,1
6.3922043,-55.039886,-21.21855,47.48862,1
9.620259,63.58084,-40.16041,-2.8048298,1
-0.2254665,-34.118217,-53.095028,-3.8823698,1
13.379037,-62.071903,-53.18276,15.12581,1
22.372618,-41.913807,-72.03481,8.018526,1
7.344509,-50.5804,-22.618502,41.196777,1
32.795486,-41.71352,-73.14215,-1.5628507,1
-14.037941,-57.788803,-11.387302,49.904068,1
14.517044,-50.123043,-68.67233,4.918542,1
26.015505,-43.594536,-73.32529,2.5401466,1
43.00386,-9.315543,-28.208965,58.95679,1
37.25757,-37.447994,-73.16552,-1.747121,1
9.931941,-59.15244,-51.97221,20.999544,1
-18.76349,-66.44978,8.930296,6.1834774,1
8.31427,-41.829586,-48.475956,37.829666,1
20.663954,-40.946625,12.789523,69.478966,1
4.4205904,-57.86476,-49.956367,-18.888302,1
27.217167,-58.78974,46.991886,49.81,1
28.368753,24.021935,9.608548,71.23511,1
5.3406696,-45.88151,-60.2931,23.195772,1
55.125027,-52.226315,-15.642359,46.382504,1
4.109381,-66.64507,-14.557646,26.17397,1
13.461096,-67.20815,8.861358,27.932135,1
28.485376,-42.72556,-73.073555,0.9174305,1
1.3247788,-15.281057,-28.439165,-4.719143,1
-1.9339443,-51.532986,-56.61566,18.903835,1
-25.601995,-57.06269,6.7305903,61.665512,1
-44.574966,63.123165,-86.710976,-0.35151166,1
27.113337,17.406036,-60.9859,-8.662408,1
11.845817,-59.6091,-24.430302,34.959995,1
-4.011774,-63.456135,13.719596,32.991936,1
10.616266,-48.1367,-66.64926,15.4523735,1
9.039086,-58.197136,-41.155922,25.51215,1
4.6360617,-51.413155,-64.30846,7.2809234,1
28.233269,17.515345,-57.74502,-21.63884,1
34.3241,-40.15158,-73.0088,-0.53603595,1
7.707867,-50.238453,-65.10705,6.8254766,1
34.12384,-35.878883,-71.11048,-3.5096452,1
25.226345,25.874544,-65.51255,-19.745386,1
18.24438,-44.010796,-68.97783,16.44323,1
7.350469,-57.707863,-42.83979,25.5995,1
-7.05967,-63.455082,11.430943,32.933575,1
18.832598,35.61914,-72.556915,1.6890255,1
6.7416553,-64.788284,-23.84774,27.610577,1
56.65743,14.178852,-14.253238,62.61331,1
-21.674685,-51.28942,8.430059,67.06202,1
-3.4984312,-53.770626,-54.719097,20.24667,1
31.855234,-41.529892,-72.35288,-0.10357916,1
0.4237887,-15.281928,-28.843437,-7.318275,1
2.953512,-64.43008,-15.356893,24.754448,1
4.8429823,-65.79045,4.698655,33.19556,1
55.651527,-59.402767,-13.288008,45.775276,1
12.540754,-43.42465,-66.057365,20.72304,1
34.572517,-16.709581,26.311531,69.04785,1
58.29713,20.79628,-17.544483,58.69087,1
54.490147,-1.6865314,-45.94243,44.218773,1
-1.7971344,-63.380325,-49.298153,-16.670227,1
-16.49021,-64.981964,12.76828,7.5926204,1
9.124736,-40.322243,-46.502556,39.708786,1
42.730335,-9.390792,-28.209696,58.55742,1
15.98135,-52.446423,-54.9545,24.364338,1
40.179085,-37.10758,-71.70022,-2.8015935,1
14.8901415,-50.95069,-68.15799,2.748667,1
28.841972,-42.142952,-72.44516,1.5390251,1
6.0113826,-50.86704,-23.83413,39.638702,1
-10.215734,-55.271675,-21.797617,47.685677,1
36.38746,-39.470753,-72.47187,-1.2147772,1
2.4223034,-34.397575,-53.354523,-11.104862,1
55.1196,68.5495,-34.828114,2.582004,1
25.416235,-41.901608,-72.76719,4.5494576,1
10.558316,-64.17108,-51.781673,10.935595,1
33.36559,8.916607,-1.1429234,71.00328,1
42.944622,-9.423748,-28.3982,59.206837,1
55.07943,-14.128081,-38.490276,-6.4849715,1
56.451015,11.936778,-39.877502,48.794018,1
26.97975,2.4400032,-24.891768,39.73578,1
33.97593,-12.662673,-38.82208,43.600716,1
-88.043365,49.505955,-50.024593,12.48486,1
8.198328,-58.552616,-54.798496,14.416611,1
8.733934,-39.009274,13.425261,67.63744,1
13.35228,-41.11578,-54.865055,34.889244,1
-34.381508,-39.37399,-14.850253,30.754988,1
-6.2896557,-41.870934,-54.099106,20.728098,1
44.979225,-12.71595,-59.675358,28.14379,1
28.349194,28.761463,10.582729,70.22237,1
41.127842,-57.117493,-15.075382,43.71699,1
57.707718,16.747242,-16.978346,59.2035,1
-1.8046529,-23.708717,-24.981928,70.29186,1
-0.8586739,4.7419267,-24.277672,22.209238,1
20.08606,-56.81677,-49.932575,25.07505,1
-13.966347,-19.251986,-12.382664,84.47781,1
-38.89281,-45.696716,-8.890827,13.233708,1
60.499607,16.683472,-41.14089,-16.05216,1
54.737938,-4.135325,-36.809414,-10.5554905,1
46.421467,0.5915793,-44.986946,90.43955,1
16.88898,-41.663906,-65.86518,23.27078,1
49.023247,-2.8101556,-27.141928,57.545593,1
29.430729,-42.58163,-73.239784,0.27771235,1
0.9265165,-47.68847,-52.18104,28.80242,1
13.592074,-60.120796,-40.393806,20.582462,1
9.231157,-48.54846,-21.650055,44.34739,1
14.91556,-46.376335,-69.76082,12.882916,1
-7.3383193,75.95476,-51.870735,10.430866,1
5.7767916,-30.55177,-55.4158,-14.122447,1
10.421069,-59.613197,-51.344517,21.720345,1
46.680264,-4.734165,-28.380404,59.527187,1
37.791992,-34.807167,-73.19192,4.4059014,1
6.94556,-42.478863,-48.14783,37.53544,1
14.123715,-48.492157,-69.097626,11.302532,1
14.219855,-53.32959,-48.77725,-19.73327,1
64.585594,13.752854,-40.864796,46.872223,1
18.434845,-45.37265,10.995607,66.98878,1
49.81551,30.45883,-56.718666,115.81674,1
-20.231173,-68.59667,5.982234,4.9111505,1
0.58460766,-48.69123,-55.262733,25.155518,1
-63.462223,73.78935,-51.385887,-4.336295,1
51.91936,5.564283,-21.440702,62.921146,1
-0.15286961,-17.11661,-25.810072,0.4515884,1
31.349163,3.3967998,-48.06862,-16.096645,1
75.2731,36.406174,-52.348236,-6.7155213,1
-1.0701869,-65.29868,-1.9087758,35.127846,1
7.42092,-69.98356,-10.52886,21.91647,1
-16.01943,-33.872757,11.575179,79.690056,1
-1.4905766,-51.777927,-50.637608,28.263905,1
24.970446,-81.00413,-25.0658,14.627407,1
-15.559989,-64.52551,0.80743873,34.874336,1
-50.029396,79.335686,-74.54191,-13.4492035,1
29.78333,-44.131275,-71.65862,-2.3865721,1
32.9363,-38.41767,-71.34016,-3.4755142,1
7.596746,-47.287254,-57.996418,22.229584,1
9.992696,-47.512234,-65.34625,17.607327,1
10.386115,-50.04398,-48.845894,29.488611,1
9.295923,-46.17899,-61.928074,22.549135,1
30.405989,-42.745796,-72.18012,-1.4509779,1
20.236095,-42.794537,-69.7692,12.379197,1
-52.77705,75.32121,-78.68796,-11.074819,1
-9.734382,-63.587273,8.607218,34.070946,1
26.905743,-81.928955,-27.396925,11.038327,1
-3.7821324,-54.133324,-52.15329,23.254894,1
-18.882093,-40.994896,10.747582,73.511696,1
2.50181,-65.70265,2.4555607,31.664124,1
9.445936,-70.37327,-9.813623,23.565546,1
0.32720003,-16.91775,-24.845,4.978668,1
31.668108,-42.937084,-71.86276,-1.6083688,1
33.608807,-6.5087323,-42.690502,-16.249645,1
-67.40322,69.32145,-62.620968,-3.0978537,1
52.076412,5.5141454,-21.45185,63.04247,1
2.6633973,-46.977413,-52.918518,29.572063,1
55.448414,21.340544,-38.368893,93.74768,1
-21.027906,-71.09105,1.7548181,3.0520146,1
22.410618,-48.952038,-48.34553,-18.993168,1
15.088622,-48.26552,8.580556,63.05019,1
32.384483,41.432693,11.11071,59.97891,1
8.966589,-33.123703,-34.670364,57.238293,1
27.8345,-43.536903,-73.03794,0.31596383,1
18.086176,-41.928055,-63.99252,23.492693,1
12.141815,-58.37621,-51.537518,24.107834,1
45.944073,-6.2559037,-27.223553,59.3305,1
13.945379,-46.032574,-69.56363,14.835262,1
1.3034228,-35.860912,-53.649166,-14.188505,1
-2.3892813,60.427326,-32.160866,25.478199,1
13.875924,-60.585274,-39.9686,21.975998,1
0.09484714,-43.749516,-32.86299,49.45892,1
27.351454,-42.96157,-73.08661,3.0237997,1
23.287577,-41.925003,-13.338315,60.657715,1
28.081427,-0.05316662,-26.303686,42.5272,1
