z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,label
123.57854,-24.21342,111.26175,-57.639084,-39.776047,97.77684,-112.00676,2.685201,0
56.241432,77.586975,108.79681,81.740654,-85.21545,159.62393,-45.59185,15.34318,0
86.96494,98.209015,64.366234,163.30278,-51.21812,-15.25053,-12.822726,-112.07388,0
48.88848,71.65602,96.53433,74.98678,-81.4105,170.58257,-44.8143,26.469124,0
91.15782,38.26041,106.65784,172.66069,-46.17482,63.637722,9.648561,-70.9272,0
153.01428,-19.227852,63.717125,-124.06046,-31.503185,12.440122,-130.87349,12.774786,0
-115.89145,153.70366,-55.5281,-82.05002,-61.267185,-40.661972,-107.38308,-57.32177,0
133.4198,-121.7942,89.95985,-45.0544,-26.13448,15.834237,-104.8536,-68.54703,0
96.97438,-54.623734,9.56349,-171.03357,-14.689701,7.307308,-114.80056,8.83603,0
69.41728,174.6339,63.88257,24.822477,-103.78138,75.48014,-18.078634,-22.70965,0
102.51984,-152.72963,83.2124,2.0486727,-16.225676,40.17627,-78.836464,-77.822845,0
105.64985,-91.87702,8.44719,-144.7454,-44.961628,22.29749,-98.66748,-17.17026,0
117.90533,-99.36471,42.694336,-120.42981,-29.46824,4.6060348,-99.72381,-30.412851,0
54.203606,86.139015,101.27837,74.12402,-86.60443,160.08437,-41.05747,25.60548,0
-131.6506,126.66561,17.360157,-115.60441,40.321545,-1.4259639,-93.488106,-95.14629,0
48.50408,-16.357285,113.8241,136.57423,-60.2983,154.86328,-20.731346,-25.632498,0
101.47896,-127.921974,65.692856,-28.300827,-38.323566,76.34663,-98.672455,-75.93428,0
27.564978,-165.04701,-9.218521,3.0999868,-21.97074,66.66621,-117.92272,-55.373676,0
116.38862,89.50587,-15.911477,-125.31612,85.559845,58.46069,-69.46151,29.310162,0
29.329353,-111.88252,37.512985,-80.60399,11.375799,96.8707,-88.82263,-52.868362,0
74.29403,-175.51378,51.64855,-24.760872,-7.440973,29.472305,-62.595314,-106.11675,0
44.207188,197.2578,32.7025,-92.27367,-98.84501,6.5416074,28.965929,-9.026238,0
56.05523,74.346695,-1.6615306,146.52812,-88.9392,68.53398,-75.58693,47.084694,0
53.29121,91.252464,100.2567,76.846054,-90.52643,154.41348,-34.276024,19.662548,0
100.640274,-90.53895,2.881726,-150.24725,-35.517265,17.810307,-96.58729,-13.961262,0
-45.054863,180.39069,-56.66162,-62.120316,-105.11825,-61.530117,-56.934223,-75.35721,0
54.063053,179.9101,48.525944,-23.358595,-115.14789,109.280014,-21.563253,11.22519,0
26.589771,144.10706,-47.08424,92.139854,-82.080154,42.211403,-85.235855,50.712963,0
87.75854,-79.74928,38.66597,-134.19363,0.38479856,57.67878,-92.47815,-78.45042,0
50.4194,22.296406,119.223015,113.60787,-56.57374,163.75713,-39.53508,-1.012494,0
148.06345,-79.45169,32.480263,-120.243164,30.116974,-19.260035,-80.23957,-50.683224,0
-78.05286,161.32303,-70.5235,-82.699104,-60.711864,-60.476887,-113.821724,-56.918293,0
28.627018,208.36775,16.136007,-15.731058,-108.79667,-10.861293,-9.279121,-49.000908,0
106.30716,-70.19657,8.92163,-159.26729,-13.074445,6.6376705,-112.69831,-0.9849276,0
54.940983,93.52119,99.289894,77.33204,-90.574615,152.14963,-34.001423,20.240541,0
-4.532683,176.469,-58.017982,-75.37449,-75.25206,-68.62112,-32.885887,-79.972565,0
57.901318,72.10846,4.337999,144.03091,-92.30091,71.77003,-73.018394,49.48947,0
53.829754,-118.24319,41.10881,-95.499985,16.022722,65.66906,-88.08392,-84.977264,0
108.78382,-70.412476,55.555386,-104.58814,-78.2401,79.33305,-114.76954,-32.3372,0
153.9303,103.583,22.645918,-91.58303,50.29174,42.706257,-61.213577,111.31996,0
30.143661,-52.990055,34.978687,-32.976074,-51.027473,184.20102,-105.3615,-11.167922,0
96.48032,-107.95158,70.60711,-13.090026,-29.247553,107.51325,-106.81828,-50.43885,0
52.004574,-5.644702,121.71072,130.76073,-52.214878,155.32066,-31.072363,-14.306001,0
-64.97242,151.38805,-72.01061,-84.476166,-37.66461,-74.98022,-105.69746,-56.402653,0
116.49706,-96.98509,42.79318,-121.30917,-1.3896122,-10.132482,-107.485115,-26.931728,0
54.354885,86.61896,103.58543,70.819984,-86.43822,161.84413,-42.03514,21.274473,0
90.7221,-132.75095,87.89634,24.476288,-6.3903036,81.93881,-80.984184,-63.386715,0
-133.22733,128.78024,23.988905,-115.86991,28.624176,13.832983,-91.84098,-108.64531,0
69.07595,172.57779,65.18319,27.25816,-102.74039,78.178764,-18.276764,-22.503809,0
98.30462,-87.30475,1.6502446,-155.82127,-48.052376,21.387812,-96.826416,-8.087198,0
-89.26729,166.58356,-51.40682,-63.29453,-98.37703,-55.936012,-67.97036,-79.565926,0
123.493385,-115.58008,88.07178,-51.383087,-37.293476,38.31163,-112.63771,-70.70778,0
12.057837,-148.45769,-20.68993,19.279552,-45.154858,169.85132,-31.160395,-32.700993,0
127.84861,102.51918,83.47095,-55.745804,-63.20553,125.34693,-19.8675,106.822044,0
31.768503,-17.131388,42.94411,-55.76981,-56.324394,185.02057,-106.723755,6.9695153,0
32.971653,-81.60814,32.455357,-27.271738,-47.361805,175.17957,-96.98594,-34.62485,0
-114.24859,-76.618744,-73.01946,-4.5197473,-45.707256,123.26144,-65.37351,33.348885,0
128.1222,-28.103212,41.206364,-148.17976,8.034575,2.6826904,-140.64464,10.142547,0
54.194187,195.37117,37.168232,-37.401493,-113.33234,79.71077,-11.488601,5.8987737,0
52.826714,23.686258,120.34732,120.397514,-55.479885,157.90137,-34.88384,-6.1786437,0
58.23475,180.48724,39.797485,56.23523,-72.06217,-28.16517,-26.161903,-85.741325,0
49.139782,70.17733,94.7514,74.9815,-79.69175,171.41592,-41.81555,34.96682,0
97.747986,-9.017797,64.59637,-131.19975,-89.19572,94.57397,-109.466774,2.361521,0
40.136154,1.3030336,107.99756,78.3262,-49.90067,184.40039,-56.381645,14.699754,0
135.07143,-130.76494,81.365715,-41.40584,-2.0709028,-14.521627,-102.58842,-62.155838,0
3.702547,26.625961,-23.726896,199.00346,30.00062,73.439514,-25.411526,-9.18682,0
-132.35962,139.30704,-23.7135,-127.40979,2.7796135,3.5848808,-112.02249,-68.37029,0
38.27703,-161.87222,38.267624,56.239677,10.197028,108.67919,-53.315125,-55.021996,0
-89.714714,18.237808,80.913246,97.59592,49.959618,146.43831,82.96006,-135.79633,0
9.920099,-9.464716,-44.296143,185.78441,65.48503,102.04632,24.811792,-13.397408,0
40.35169,-59.505966,11.880785,-58.821667,-31.092424,164.83873,-82.71913,40.40692,0
68.20176,95.14053,-4.2966094,142.24104,-99.40859,55.85846,-65.055534,20.244339,0
40.31713,-135.28636,63.275307,89.46172,7.3655014,118.16103,-49.132694,-33.825066,0
70.576454,-34.21831,17.051254,-96.10335,90.03515,9.4211,-106.059326,-82.28094,0
71.66338,156.30798,-7.1768875,52.271446,-128.65654,63.488747,-25.355791,18.626404,0
56.656387,110.77729,99.29359,78.686966,-83.96433,138.7525,-25.74024,3.7502875,0
81.82121,71.92965,-30.295593,-153.25673,76.304474,48.857647,-56.43069,-20.812263,0
-121.13543,93.381744,40.442093,-158.13928,28.960316,33.695717,-61.43074,-94.01473,0
64.60475,60.26443,47.21816,123.84115,-108.282074,95.31925,-58.95519,58.00803,0
-60.63389,133.55598,-65.70011,-97.20461,-36.703476,-83.26332,-76.34901,-41.574154,0
46.226543,-173.09055,29.491808,3.0300534,11.767703,65.354675,-57.83702,-84.50077,0
47.701942,-176.62666,64.87458,33.382595,-19.456524,75.54479,-27.974617,-28.522022,0
157.3866,39.742455,73.49643,-134.0243,-58.155144,53.76804,-102.28426,53.64176,0
-28.64,35.27166,59.139645,-28.258854,-96.562935,223.7153,-65.318855,78.13948,0
143.87769,59.814148,19.380894,-85.41557,89.81231,56.46618,-110.31566,68.08519,0
107.65559,-145.55336,63.199123,-27.594296,-29.908646,60.46035,-86.43729,-72.282486,0
-117.15889,143.62971,-45.330685,-131.95955,-13.32368,-7.8567047,-110.509,-43.174713,0
99.06517,-137.71715,65.68481,-20.30039,-28.780489,70.16723,-93.96688,-72.70162,0
-93.716736,154.85965,-65.46156,-99.46414,-41.03763,-46.039677,-123.759476,-44.57483,0
111.74304,-83.146286,97.720695,-19.901136,-38.310905,84.218475,-79.23479,89.28279,0
48.74368,-158.21533,52.47274,134.03397,-5.7193065,88.03725,29.48053,-51.02207,0
156.36803,26.682642,65.53822,-137.99931,-52.11212,35.826096,-114.32928,45.896233,0
-88.338776,152.91324,-56.32067,-86.312325,-16.63603,-58.733654,-127.73751,-55.812138,0
137.62952,-103.96927,34.707447,-97.89344,47.362324,-42.79056,-68.44176,-84.23462,0
58.68884,68.67452,14.549767,139.09236,-96.13848,78.97019,-69.27252,55.021603,0
-19.65873,148.81862,-48.785324,-88.62878,-46.467045,-88.568146,-33.884945,-58.954327,0
-130.26035,129.97961,-2.60621,-137.18578,15.04979,10.096662,-95.140594,-75.92092,0
57.974022,118.80083,99.223,75.126816,-84.94129,135.1654,-24.860682,2.8944805,0
57.014458,-53.726826,-12.172674,-177.73564,22.293673,11.326478,-93.04285,-1.0724436,0
66.06475,156.51765,14.252431,23.430454,-132.48311,90.96339,-12.677097,35.100273,0
-97.99925,-77.007324,11.733813,17.011164,-43.211727,153.20204,-110.21216,53.00594,0
36.295685,-131.81697,51.239124,79.09727,-0.82714915,132.09444,-53.75092,-39.1074,0
69.04868,93.35629,0.75126016,140.43425,-101.890236,60.466995,-62.57119,24.165361,0
-118.06757,20.205215,139.83441,-2.998169,31.979225,101.921326,18.170994,-199.98178,0
88.05573,65.24638,33.870552,185.21266,-34.31969,0.14290231,3.8519871,-114.16153,0
56.132923,91.902336,103.69415,73.57608,-90.936104,155.87323,-39.660458,13.035125,0
-115.72872,75.89116,93.482864,-135.59023,59.46603,27.941845,-47.71587,-141.17116,0
-111.4235,157.98312,-50.500324,-85.68495,-31.55325,-37.545612,-132.23772,-66.50171,0
34.147717,-68.116905,39.020123,-22.946264,-43.065773,178.7462,-106.17478,-19.370733,0
129.50127,-135.95078,78.83441,-41.083046,10.333372,-22.627584,-99.34527,-58.462013,0
39.922943,9.20185,109.04792,86.51189,-53.34238,181.71082,-53.627937,12.240355,0
65.860725,54.23887,51.58339,117.51901,-110.680855,103.319145,-57.56306,64.66752,0
48.729176,22.595388,58.322155,-107.6982,-67.86599,166.20695,-107.29705,22.562803,0
54.446472,38.097317,119.0215,119.48096,-60.30587,153.44926,-32.215183,-2.9014707,0
4.64436,117.70295,-111.58251,125.03464,-30.404623,73.30312,-79.3883,-46.7731,0
81.7432,-67.67259,-14.639048,-150.862,33.234356,15.175491,-104.608055,-28.539574,0
56.30985,111.884735,99.6073,77.148796,-82.099754,140.15457,-26.894354,1.8594301,0
68.95655,-72.91154,30.175287,-109.399925,-93.93094,111.27344,-111.96018,-25.45555,0
42.279182,-176.64241,28.29831,56.81444,26.301558,73.334076,-30.888138,-64.791046,0
37.262093,-169.43398,47.657494,82.24179,15.323422,90.73369,-36.412174,-59.979652,0
36.291527,-171.52397,47.079052,85.71275,17.826658,86.83446,-34.40917,-63.244865,0
-135.06557,117.251045,48.356544,-83.14508,62.755913,-5.4104376,-91.447815,-142.36258,0
44.7313,-180.19942,20.56034,65.00695,27.676083,45.341095,5.348929,-67.819336,0
37.083153,-167.51422,46.75959,82.53778,15.329061,95.45986,-40.65996,-59.727764,0
64.44028,42.170105,52.207115,123.23828,-107.85942,109.42562,-65.5226,67.16639,0
-116.51278,44.812233,58.347805,64.2839,-8.149735,167.11948,96.97623,-123.59347,0
-116.450615,112.52534,-45.059166,-128.05516,3.208131,-13.584232,-92.375725,-25.723331,0
66.24679,50.02454,35.24653,135.40347,-102.61496,98.10821,-55.75836,53.2343,0
39.31912,-107.9884,95.72044,110.688545,-6.577432,127.233116,-45.066547,-28.073393,0
-76.23105,115.96231,-62.444176,-102.12966,-24.159754,-74.090614,-76.13891,-25.752863,0
65.70112,134.85081,95.75266,72.769424,-95.21504,113.216835,-25.219309,-17.740124,0
28.435661,-34.528545,4.995546,-54.867817,-70.2195,183.24852,-71.364235,72.32478,0
61.5352,202.28096,39.695507,-4.2099805,-104.413864,29.92444,-14.279039,-28.791653,0
51.53286,63.74816,107.62798,85.57957,-76.89276,167.35239,-47.33848,21.982555,0
41.121445,-171.47853,30.766283,44.192657,20.007994,89.076904,-45.658,-62.46033,0
-123.71976,122.23798,-1.1425273,-3.631431,31.084768,-47.580395,-142.30646,-119.71155,0
64.80426,143.45592,83.11705,50.025745,-98.09293,118.63847,-25.035265,-8.93584,0
29.190979,-4.5503707,31.519808,-121.88123,-98.48876,166.3843,-100.7168,16.911716,0
122.285904,-127.36501,112.00488,12.637252,-10.68654,43.9415,-86.86913,-47.448196,0
-67.999344,69.45969,29.53438,84.274055,89.07699,54.50617,-71.37004,-208.4241,0
25.719828,-43.091232,-45.920025,199.20264,40.308575,60.147285,-34.016342,2.2152116,0
73.92117,33.136124,-15.003187,203.59584,-41.984158,-2.9931028,-64.54113,-81.56403,0
55.25949,8.879545,58.98066,-109.77705,-71.57263,155.27129,-114.04671,10.800042,0
42.106766,-61.29276,29.541721,-56.922264,-59.64779,172.26805,-106.956085,-18.001038,0
98.942215,62.425354,78.04087,-114.26578,-63.016003,135.46127,-97.021935,53.088543,0
101.66892,49.097095,77.41224,-118.61753,-68.38387,126.20028,-101.261696,41.781353,0
43.673794,16.619123,52.99228,-101.188,-63.465202,170.75285,-111.15722,16.859793,0
-29.668959,57.8011,14.573972,142.92946,90.0147,125.29058,14.757859,-133.57916,0
15.20937,0.15018274,-50.304226,202.24356,68.080605,75.689674,-4.7769704,-36.592686,0
67.06115,47.66535,-13.936483,200.09259,-41.130955,-12.694404,-70.243454,-94.793045,0
15.261703,176.28517,-70.867966,31.181532,-113.353065,-10.264951,-78.80037,-42.97842,0
18.773422,0.8218405,28.131044,-94.50511,-81.44736,189.35976,-99.721565,21.841936,0
125.65979,-131.78687,107.93213,6.236632,-15.769376,36.21127,-90.53092,-52.679256,0
66.53416,13.072807,64.610245,-109.429535,-60.409534,147.52759,-119.29002,15.000149,0
22.398706,168.61725,45.635433,40.71706,-89.56509,70.94857,-75.80782,25.899832,0
51.126232,62.17607,107.25449,85.96589,-76.08775,167.68326,-46.59344,21.842634,0
40.551605,-170.73454,26.877747,36.01776,17.87938,90.00522,-44.630413,-63.79554,0
69.61126,154.01424,79.56041,54.02707,-94.6237,94.760506,-22.024778,-21.563072,0
51.975025,-51.934784,-2.8803332,26.605446,-95.94821,180.07672,-11.3450165,63.328888,0
68.30495,144.04576,88.41068,63.825504,-96.94739,105.54449,-25.04373,-20.244356,0
-32.63688,131.31355,-46.392662,-90.46815,-34.207947,-91.13948,-36.02399,-51.6244,0
61.49799,-28.317,118.38899,167.46944,-50.360245,110.53953,7.5936575,-49.543884,0
37.39515,-82.72295,107.103806,106.876045,-18.495342,143.73833,-45.145878,-20.762922,0
-121.84701,-4.5480037,154.28415,-46.29426,25.820932,75.69235,17.7645,-205.09052,0
-96.63153,118.59422,-60.900295,-110.505,-10.944092,-47.86738,-93.37812,-21.842693,0
63.804558,46.47304,82.15593,99.279274,-100.29249,139.76051,-52.02819,62.610172,0
36.843784,-166.70657,45.880234,80.77024,13.830565,98.16123,-41.71069,-58.483513,0
106.78777,-86.69724,38.594013,-100.34976,52.569008,-1.3843013,-129.591,-50.051674,0
35.89333,-169.34358,47.026264,91.29304,16.074066,87.99608,-30.470488,-58.185253,0
57.438496,177.30598,56.069786,-4.9638095,-106.47198,101.15526,-21.42493,5.1362967,0
38.61173,-174.4837,37.824196,70.60836,20.525846,79.79155,-31.265812,-62.04826,0
37.792236,-170.2501,48.469437,83.82365,18.066385,87.69657,-36.505207,-60.613335,0
88.562225,-81.34682,24.075611,-129.9077,-95.38415,87.21579,-100.485405,-30.827744,0
-133.25768,103.942085,62.73148,-90.267265,71.06195,1.1206603,-80.605545,-150.8618,0
13.094165,-161.06448,43.11436,110.4476,5.2419367,70.64779,-82.80435,-41.5402,0
37.580112,-170.58696,48.39271,84.044,18.379593,87.07522,-36.272648,-60.75342,0
42.783566,-175.84239,28.970158,50.636444,27.319551,77.17388,-38.27568,-65.51959,0
90.332634,-88.39297,27.480568,-127.02795,-89.128914,84.95581,-101.67764,-41.961956,0
27.249763,166.27748,-15.5477915,76.12818,-84.97495,-12.318326,-92.96706,15.887494,0
60.070107,69.59143,77.19873,81.8957,-102.72392,151.8321,-32.921257,58.387108,0
49.983013,70.279854,97.698044,76.65745,-77.55901,171.1689,-45.240707,32.344242,0
36.47539,-166.06651,46.134613,77.59231,13.640922,99.05325,-43.520832,-58.197056,0
-31.02812,-60.70493,77.02467,27.38029,-28.537182,195.25943,-77.284355,23.667517,0
52.6006,11.269043,122.84133,127.84996,-57.33983,154.45619,-33.795647,-13.700598,0
-50.990734,136.99803,-65.03965,-94.16835,-37.446224,-84.70985,-66.61147,-46.421658,0
