z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,label
-1.1184083,-0.753176,-0.5261139,1.3384442,-0.27063513,0.4419573,1.0683382,2.148956,1.5209275,-0.5141805,1.353018,1.1644948,0.063945636,1.4496065,0.0036062002,0.74155605,-0.50562966,-0.0940375,-0.23633814,-1.9796084,0.9968316,-1.7201242,0.7610296,0.3614708,0.37247986,-0.5154873,1.733849,-0.84719193,-0.69220734,0.8201938,0.84899443,0.15309285,0
0.7771078,-0.11166079,-0.46239343,1.0528393,-1.4247142,0.43141645,-0.22826006,-0.23400593,0.63555324,1.1669704,0.5235011,0.44328335,-0.90840966,0.39550272,0.29285547,0.63886184,-1.885555,-0.10344076,-0.03627281,-0.3860046,0.18920548,1.9769043,0.23428375,0.38963002,-0.7106719,0.74525744,0.19950567,1.6819396,1.0871372,0.31091967,-0.3760674,1.3634019,0
-0.6591964,-0.095382124,-0.37532556,0.08360511,0.88232374,-0.6884839,0.46175113,-1.1679146,0.47389334,-0.94844663,1.01713,2.427685,0.74650663,0.13903716,-1.4020355,0.7557993,-0.7809576,-1.0101506,-1.2359049,0.46245876,0.50022805,0.88763106,0.53340423,0.39846084,-0.31926394,1.2683008,0.7927145,0.17486256,0.14744937,-0.30438045,-2.1800208,1.0298054,0
-0.93232846,0.71212614,-0.11948121,-1.2332784,-2.1374218,1.969584,-1.3579909,-0.29169536,1.3523813,0.5833914,1.133518,-2.032741,1.5256977,-0.156567,0.70662796,-0.0015846752,0.48848847,0.1323075,0.11067526,0.19809319,-0.32015246,-1.0163015,-0.1261655,0.11537482,-0.3783375,-0.5695515,0.5027138,0.3934601,-0.1428206,0.12326601,1.9777664,-0.72906977,0
-1.7659807,0.1758326,1.1805856,-1.8524526,-0.59026855,-1.901493,1.360987,2.461094,-0.036050327,-0.4886377,-0.9117832,2.4092832,-0.47072518,1.5485066,-0.23885742,0.5880677,-0.25538138,1.4593401,-0.50392956,2.4158568,-0.12762916,0.7290119,0.28315958,0.21215293,0.019670129,-2.0081236,-0.5414142,-0.7909129,1.071526,0.6328554,0.07342862,-1.8988142,0
-1.2645426,-0.8066496,1.1520116,-0.4832601,-0.13739355,-0.41551262,-0.861184,-0.8489295,0.08942254,-0.923924,-0.09764391,3.1980586,0.73014575,0.92914635,-0.116278976,-1.5114284,-0.80177027,0.9099894,0.32690632,2.0504394,-0.17796332,-0.42672497,-0.23606572,0.5836007,-0.456938,-0.22957383,-1.0328014,0.83239865,-1.3532062,-0.05412358,0.48341823,-2.2902915,0
-0.6448517,-0.51136893,-0.015311062,-0.6133715,1.7151666,-0.5730812,0.5430914,1.0453668,0.7174665,0.20409101,1.0613269,1.5779818,0.7374597,0.6308069,-0.28366658,0.89049596,-0.8692498,1.0656288,0.32556453,-0.015690662,0.29020476,1.8665655,0.426164,0.23800008,-1.7541659,0.5492499,0.36955124,1.3516448,-0.5699837,-0.21290618,-0.47288525,1.2140074,0
-0.9629046,0.098127574,0.26581648,-0.70958555,-0.7432033,-1.8058735,0.4035151,2.1920764,1.1362735,1.0698639,0.18566273,2.7633035,0.41125834,1.8973827,0.48298103,-2.5326357,-0.82773197,-0.6323772,-1.35247,1.2423584,-0.6035149,0.3146248,1.4469296,-1.2415221,-1.0920331,-1.6005186,-0.50348943,-0.77840525,0.42462155,-0.10063787,0.5853596,-2.2998672,0
0.07667276,-0.22782585,0.78277194,-0.4535514,-1.261063,0.9563166,-0.25314325,-0.46054095,1.0357796,-0.30907264,0.8908238,0.5268357,-0.5215895,-0.13903838,0.48395172,0.7105555,0.69623226,0.24553236,-2.396618,-1.5942346,0.95213133,1.0337896,0.7626366,-0.507282,-1.9067954,0.64025205,1.0732691,0.4428342,-1.1182704,0.23775986,-0.40213615,1.5001577,0
-0.37241402,-1.1235387,0.08464786,-0.07524227,-0.8549502,-0.7432508,-0.8120181,-1.4256932,2.976036,-0.7700054,0.58876425,-0.48060662,1.1351656,0.96394575,-0.9965162,-0.56111825,1.9041982,0.110792235,-0.6761041,1.56202,-1.2868514,-0.64080125,-0.006473884,0.7057287,-1.0931818,-0.5970794,-2.38058,-0.3399878,1.0508401,-0.44808683,-0.08506152,0.20387432,0
1.2630379,-0.33420557,0.7015714,1.4573472,-0.9160283,-0.2415492,-0.81738263,0.36085787,-0.4401727,0.43954083,-0.6007072,-0.46743846,0.36996686,0.45288152,0.34044948,1.0474802,-0.36027265,0.7727764,1.1955036,-1.962259,0.0360596,0.17658979,-0.23267666,0.3360423,-1.3712695,0.9791313,-0.18898296,0.8925541,0.10201475,-0.8146309,-0.941612,1.9939677,0
-1.0070977,0.45360154,-1.9584148,0.39402354,0.10093841,-0.50374544,-0.47133297,1.2507225,-1.4977329,-0.7371379,-0.9713079,-1.9672618,1.6513721,1.1257603,0.1598559,-0.8009145,-0.33455962,0.3211465,0.20962903,-2.0870385,-0.4289775,-0.7768446,-0.4156524,0.99070144,-0.8308319,0.25516587,0.07734355,-1.0961785,0.5744001,2.4538622,0.22557974,0.04141015,0
-0.19754848,-0.028475273,1.338751,0.38099816,-1.597586,-0.029807456,-0.6987405,1.2318262,0.7148224,0.6597173,-1.092159,0.70265514,-0.46866906,-1.1699581,0.5114723,0.6075618,-1.0224246,0.5410747,0.545488,-1.56896,-1.399455,1.0860997,-0.9251553,-0.4442684,0.7602596,0.95012033,0.65977806,0.4057964,0.50923103,-0.7697716,-2.2001138,1.5295143,0
-0.23364782,0.52768743,-1.7475326,-0.5719369,-1.3281746,0.10135845,0.45127344,1.6966078,-1.5835215,-0.18723162,0.92417836,2.1662362,0.9551468,0.80494887,0.52388084,0.46205106,-1.1101927,2.017471,-1.1528385,-1.2149265,0.60155845,1.1092112,0.9562191,-1.7765296,0.0820828,0.42452195,1.0511094,0.8261311,-1.8757527,-0.031244406,0.6656771,0.719065,0
-1.3381454,-1.4390867,-0.6206148,-0.65511894,-1.489859,0.5559524,-0.5138958,0.51254356,0.75166047,0.09602945,0.15918392,2.9401474,-0.5946026,1.4997823,0.5484055,-2.112048,-0.16013727,1.4019902,0.0570637,2.1752307,-0.08205972,0.040140696,0.6903155,0.037633903,-1.3930154,-0.8684186,-0.7379438,0.45925584,-1.3836616,0.46504822,1.1095402,-2.487588,0
0.5101273,0.92245877,0.3199735,-0.012854377,-0.3565404,0.6776475,-0.1994363,1.090434,1.6669014,0.10298387,0.94295436,-0.32513952,0.15383253,-0.08374186,1.2696853,-0.54690486,0.8915307,-0.60590774,0.23942068,0.8410136,-1.2745342,-0.48955077,-1.1128051,-0.35952038,0.45299107,-0.36590278,2.1790082,-0.97093487,0.83323824,-0.74078685,1.8017266,-1.6160027,0
-0.823432,0.3202368,-1.8122249,0.56621724,0.190397,-0.39998135,-0.34342706,0.46044397,-1.676222,-1.3330481,-1.0345999,-2.29081,0.22749509,1.03528,0.106019616,-0.68749636,1.0793957,-0.021861821,-0.3497794,-1.8670694,-0.29134724,-0.58579034,-0.35045624,1.0982356,-0.16833282,-0.19776687,-0.10855802,-0.40123123,0.12786612,-0.8167083,-0.11366368,0.0793346,0
0.46890536,-0.15389004,-0.69187975,-0.52368724,-0.5491218,0.101881735,-0.8271911,-0.32256696,-1.314271,0.15024787,-1.0384666,-2.342667,0.74356484,0.7109359,0.12723926,-1.3016348,-0.1172039,-0.1612694,0.0069298223,-1.1557889,-0.92142373,0.328471,0.25138277,1.0002462,-0.6707909,0.9247205,0.6978343,-0.94529706,1.8786652,0.52636063,0.0027522743,-0.7677533,0
-0.6227023,-0.4364884,-0.7108117,-0.2097924,0.6900107,0.39804167,-0.49758238,-0.39674032,-0.59485877,-0.023376994,-0.56211793,-0.91559374,-0.2269401,0.85043705,-1.6149486,0.27104294,-0.24767147,-0.061780438,-0.17750749,0.8200296,2.0977361,-0.27057308,0.55398375,2.4766197,-0.8334434,1.642733,-1.0665514,-0.5803255,-0.07800159,-1.2685213,-2.0399475,-0.794828,0
-1.0119061,-0.6357644,0.33843446,-0.42262405,1.3028649,-0.51681304,-0.25716946,-0.022122577,-1.4316696,-1.3631976,-0.8807531,-2.3317778,-0.099353425,0.53497106,1.0696009,-0.5936145,-0.93273616,0.7358049,-1.1074938,-1.983734,1.0103484,-0.7449753,-1.1647214,1.5552683,-0.9938179,-0.14755246,-0.7058039,-1.3886403,-0.29871503,0.15621826,-0.14433149,0.5333496,0
-0.13415173,1.6256143,0.57012963,0.20347455,2.3901243,0.6072374,-0.4748265,0.25570393,-1.6074269,1.2359202,-0.7022805,-2.1850762,0.07215515,0.78289247,-0.2054475,-1.1248249,-0.3136502,-0.014614947,0.29498082,-1.3402553,0.17812446,-0.12981755,0.08558482,0.8871656,-0.6876268,0.20152572,0.5904428,-0.9651358,1.1398969,-0.11971678,-0.2519889,-0.62086797,0
1.0733624,-0.5140248,-0.45862362,-0.38575983,0.7348366,-0.1846124,-0.0040346384,-0.7196432,0.7170601,-0.83394957,-0.45058554,0.17518318,-0.024062326,-0.09425089,0.41383728,1.316944,-0.97919905,0.8567005,-0.9163695,-1.9610257,-0.6387632,0.25300843,-0.16847426,-0.6500637,-0.7115678,1.3369726,0.11522552,0.3393341,0.14613222,-0.40933728,-0.1889677,2.0258234,0
0.4356488,-0.0648393,-0.10445752,-1.2310936,0.33648396,0.18880427,0.35513687,2.0909216,1.8801152,-1.4667584,-0.29917684,1.447814,-0.14578493,0.57186985,1.4030883,-0.08442725,2.6394656,0.44913647,-0.15840021,-2.4807181,-0.49383873,-2.1996646,-0.0144428685,-0.15649727,-1.0274047,-0.49441049,-1.2749412,1.6052508,0.4566558,0.9830513,-0.13286032,1.5741907,0
-0.2365343,-2.3361106,1.3304708,0.57754964,0.2459136,-0.634894,-0.49571615,0.48030424,-1.6793592,-0.2537312,-1.0281316,-2.443173,0.5583775,0.71040195,0.9566284,-0.9189594,-0.6393619,-0.07467448,-0.047019485,-1.2742524,-1.2544745,-0.18107368,0.6529442,1.283281,-0.17957953,0.34735274,-0.19981048,-1.6630665,0.9042493,-0.21754883,0.062649354,-0.17044248,0
1.0195953,0.6669496,0.52798575,0.30763054,-0.27929878,0.5883353,0.1281797,-0.6033398,-1.7133387,0.8945131,-0.9387239,-2.0960858,-0.6383889,1.0171103,0.50616825,-1.0301847,0.14686148,-0.33099878,-1.7247108,-1.4591578,2.9753597,-0.29790497,-0.78022003,1.4789792,-0.15263528,1.4757314,0.13784763,-1.0846522,0.8564735,-1.0033011,-0.41811347,-0.36019862,0
0.575408,0.5488217,-0.13276908,-0.9987885,-0.1405609,0.24154103,-0.7526159,-0.5620342,-1.6192267,1.804976,2.0129683,2.0268316,-0.37088412,-0.6723242,1.0478866,-0.37538165,1.5212272,0.22728992,-0.51132154,-0.57651377,0.16067748,0.76917577,-1.3389797,-1.7612964,-0.07910609,-0.08244492,0.85646605,1.5586983,-2.8016236,2.2126756,0.6923049,0.7167967,0
0.28419548,-0.11167437,-0.11313811,0.7346666,0.26986128,0.6819953,1.1539582,0.37699184,0.80874944,0.6731323,1.7163265,1.3438346,-0.7366203,-2.1425304,-0.45104936,2.6541882,-0.47339597,1.6449931,1.6660185,1.0698558,-1.1939768,-0.44158345,0.8888362,-0.51034176,1.1304566,0.7169938,2.235235,-1.7136041,-1.3548868,0.06349421,1.4475086,0.6607796,0
1.8607837,1.4511929,0.258617,0.4315393,0.5410226,-0.41233113,-0.14280581,1.112574,-1.3135005,0.9198102,-0.66889024,-2.0217137,-0.027878355,0.962063,-0.36688107,-0.78089464,0.5480178,-0.91575825,-0.6780022,-1.7452406,0.81702363,-0.597165,-0.051149257,0.35242194,-0.84779906,0.24418682,0.26149067,-1.1609321,0.31665155,-0.61177254,-0.530794,0.020053193,0
-1.2444531,-0.7715823,-0.32252544,-0.2555297,-1.3126589,1.1858435,0.41517082,-0.16549304,1.3996952,1.1320533,0.52645934,0.25543278,0.080520876,-0.89169294,1.252409,0.5066042,0.46053168,0.17950982,-0.3187374,1.756938,0.2703664,-0.55256385,-0.1843133,-0.28650704,0.44601408,-0.20584236,1.5198482,-1.3950039,-0.36750805,-0.18828762,2.4086258,-1.7471169,0
-0.0145537555,0.35164037,0.70674396,-0.9178273,-1.0496668,0.3031827,-0.6338662,1.7744714,-1.3283893,-0.20108144,1.5603824,2.518477,1.4984266,-0.38698083,0.9912284,-0.36021817,0.31172636,-0.37178972,-1.2223177,-0.60637635,-0.43764395,0.7443199,-0.77740145,-1.8972882,-0.364877,-0.21056992,0.87759566,1.4518609,0.24287468,-2.3156314,0.63483477,0.5946511,0
1.0006948,-1.2572416,-0.82951796,0.051501356,0.3827749,0.16326088,0.05891679,1.5618106,0.73926944,-0.97082204,0.34361807,1.1000196,0.23358053,0.34164786,0.4925131,0.23912376,0.25061026,2.5815978,1.0244514,-1.2382038,1.22573,1.6752241,-1.0754949,-0.016877621,-0.35707614,0.4821868,0.87104017,0.6522088,0.18458909,-0.30263594,-0.6328572,1.5034251,0
-1.0280322,0.69640726,0.069038734,-0.512979,-0.09866367,-0.38778165,2.0079916,0.10804549,1.0046433,0.12252971,0.76387584,2.6564465,0.21432763,0.3336237,-1.3896501,1.3129926,-0.39633882,1.6799519,-0.4296472,1.5864725,0.5721175,1.3478974,-0.72856724,-0.35745114,0.6654365,-0.043317944,-0.7328844,-2.305597,-1.0601971,0.88699317,0.21874788,0.10093888,0
-0.21761209,0.23109046,0.62855005,-0.5114827,-0.44475684,0.0058459044,-0.5205414,0.13014466,0.87760806,-1.100467,0.026815832,0.42345858,-1.0721465,-0.4677025,-0.3169669,1.3578407,0.0009959135,-0.5881391,1.717679,-1.4756674,1.2821649,0.9864691,0.8491931,0.22218877,-0.5916657,0.62988544,0.39045078,0.71631217,1.2938483,-0.84402204,-0.83300996,1.7927322,0
0.35829324,0.14194906,-0.7270606,-0.1867992,-0.4036476,1.35571,-1.0237832,0.70392466,0.35080373,-0.587564,0.9185852,-2.3695645,0.38625184,0.38489395,0.13943142,-0.31197488,-0.24078578,1.340715,-0.3660915,-0.18963414,0.79259765,-0.18059562,0.25437832,0.46656066,0.2750161,0.28674924,1.5510309,-0.3590116,-0.04792796,-0.2657839,1.4887538,-0.7242342,0
0.80031693,-0.3716991,0.3031572,0.14097732,0.5053767,0.19176865,-0.30375403,0.16584621,2.0735455,-1.757569,0.33004355,1.0517946,0.02031149,0.302712,1.9577956,-0.13151366,0.39505053,-0.7117887,-1.2699667,-2.3715224,1.3393544,-1.9535148,0.59768546,0.13186401,0.65693825,-0.8349972,-1.5263876,1.5513384,-0.8181406,1.3528298,0.27303374,2.2271538,0
-1.9875435,-0.75717723,-0.33604246,0.4548279,-0.45780343,-0.8366352,1.7035737,0.63452727,0.3753384,1.0159541,-0.8092383,2.853834,-1.0233668,1.3014725,-0.62752026,1.0004911,-0.6237716,0.66866595,1.2209754,2.3147302,-0.32520533,0.899685,1.709059,0.47035035,0.14120603,-0.9755712,-0.6783268,-1.3310224,-0.8557751,-0.09580907,0.4293378,-1.3663968,0
-1.0942476,0.359318,0.23441973,0.2201517,-0.22148697,-1.9879855,-1.1144226,0.28817907,-3.0763383,-0.5219549,1.6734674,-1.3393959,0.8236581,-0.8160556,-1.3900214,0.3663321,0.6114467,0.7438915,0.15692389,0.16295955,-1.1530198,0.91328996,0.499112,-0.04755716,2.0464919,-1.4940666,0.38958237,-0.253734,-0.9135593,-0.3831904,0.020546757,1.2671019,0
0.9436701,0.46811637,-0.13005854,0.634009,-0.7304479,0.071367376,0.84014773,0.5901668,1.3896214,-0.0144444555,0.054011643,2.45869,0.57354903,0.1481832,-0.30973285,0.7495819,1.094786,1.6884352,-0.99305445,0.98374385,-0.0020960197,1.8668008,-0.26789072,0.028929453,-0.29065278,1.3245807,1.0064203,0.023256391,-0.99024785,0.18320231,-0.49264026,0.74171174,0
-0.07999846,0.71748984,1.1356918,-1.4178692,-0.18492341,-1.7134032,-0.6870095,0.29589352,1.0674275,-1.3491254,2.4976537,1.2135091,0.94187087,0.73786914,-0.7136841,-0.9985703,-0.3294431,0.23880213,0.16509147,-1.5478789,0.5330743,-1.7569908,0.27548274,-2.28307,1.2321852,-2.253732,1.2548636,-0.9232997,-0.55272585,0.20558092,0.24190083,-0.34793326,0
-1.3365722,0.78473264,0.9159271,1.2575504,0.2753265,0.81175786,0.006654948,-1.7068721,-0.5808735,0.16191351,0.07472994,-1.9549663,0.19750395,1.3764158,0.17650457,-0.8681756,-0.9390636,1.3152804,-0.0059039816,-1.6276965,0.025479399,-0.6669627,0.7409429,0.8406558,-0.02284545,0.25409096,1.2720633,-0.4941559,0.43484393,-0.05264021,0.06878172,-0.51228935,0
0.90102834,1.7863134,-0.7524174,-0.32533956,0.47869387,-0.5287038,-0.46065,1.3562449,1.0057484,0.8545474,-1.11403,0.48638073,1.0330285,-0.68698514,-0.86903226,0.54798055,-0.3331153,-0.91882074,1.1212351,-1.1225119,0.032346424,1.6704973,0.17455263,-0.07077309,0.8448102,-0.109056294,0.8018193,1.1943973,0.7765341,-0.41074115,-0.13128841,1.8202281,0
0.015161097,-0.48701188,-0.72235394,0.6843053,-0.32152906,0.36246833,-2.4594932,-0.7087822,0.18454345,-0.33752635,0.74611926,-0.7389548,-0.7494214,-0.74992466,-1.2524352,-0.7368776,0.65323436,-0.68747807,0.11138511,0.7098108,0.078856,-1.597547,0.040792003,2.1141691,0.23009652,1.3993604,0.5143337,0.9011828,0.34877715,-1.5091697,-1.3499366,-0.22323298,0
0.8412963,0.90074074,-0.57574993,-1.4652897,0.79096663,1.615865,0.046382546,-0.66539764,2.5072253,1.1425757,1.9162519,0.5015685,0.4672948,1.3798748,-0.23828089,0.5624531,0.24161217,0.5470208,0.13852836,-0.7657708,-0.98466486,-1.0763667,-0.3674329,-0.6688198,1.417027,0.21650657,1.3550225,-0.84997743,-0.87410986,0.12792185,1.5327044,-0.40497506,0
0.046667308,2.1489372,0.23907913,-0.28470546,1.094413,-0.81073385,0.1439811,-1.3597491,0.9895275,1.4158497,0.78301245,0.87587297,0.97092485,0.0633755,-0.47817826,0.5174372,1.2150049,0.25601614,-0.19617645,-0.74754393,1.2942667,1.7883317,0.98520267,0.09524058,-0.024225712,-0.41326594,0.9132025,1.1889985,0.27646953,-1.0423088,-0.9974591,1.2430239,0
2.0373232,0.36737806,1.911416,-1.2033492,0.059682153,-0.9735243,0.36364546,-0.83344257,0.9244399,-0.91037244,0.36363328,1.2670275,-0.65793496,0.0021302998,0.8806324,0.30872172,1.4780874,-0.5566901,1.0743228,0.32024807,2.7749872,1.9857839,-0.87911004,-0.043752313,-1.5290196,1.5590816,1.0556222,1.2449697,0.089359224,0.87191695,-0.028069854,1.4059331,0
-0.57226205,1.0888399,-0.35838723,-2.0827355,-0.71361375,-0.32372063,-0.39653304,0.5428244,0.79371095,-1.6217664,0.11309819,0.3537997,0.13711357,-0.5318828,0.46382886,1.0068598,0.57409227,0.6513604,2.2345126,-1.889678,-0.94838244,0.12896793,1.8688333,-0.122647196,-1.4344361,0.040655136,0.4248264,0.36933056,-0.12784676,-0.51469886,0.815136,1.8975035,0
1.7273102,-0.7558205,-0.27515534,-0.8023398,-0.332248,1.7074661,0.17503485,1.0158205,2.5320077,-0.27524334,1.792063,0.2412078,-0.09888005,0.6931244,0.75450563,0.33631426,-1.323768,-1.4350963,-0.78031737,-0.015696332,0.14651266,-1.2260883,0.39486292,-0.39160153,-0.07342801,0.046455737,1.614516,-0.9854653,0.11437383,0.43443012,2.0174656,-0.7642569,0
-0.09152841,-0.3918314,-0.5535052,-0.27114707,0.057117574,0.4651235,0.006699005,0.3465267,-1.1581442,-0.048135005,-0.033205718,1.2719351,-0.45309275,-0.15091705,0.45653322,2.0789557,0.12820882,-0.30506992,0.026693344,1.4322159,-0.52780443,0.7422743,0.7251196,1.339127,-0.05432877,0.44025642,-0.81296337,1.8248281,0.1515584,-0.24235964,0.668518,0.71707046,0
-0.56558716,-0.4233803,0.9873652,0.20239171,-0.7851408,0.5905429,0.25161344,-0.13209862,0.80421615,0.39387587,-0.3917378,0.034956463,0.20186564,-0.9181864,1.5165495,-0.6374675,0.4930208,0.2773809,-0.48452973,1.5967433,0.5491193,-1.1076826,0.5136799,0.31898576,-0.5585787,0.33169016,2.1866097,-0.9598179,0.83552146,0.23154925,1.4118079,-2.3603559,0
-1.709872,0.9347302,1.6774607,0.883759,0.16826701,-0.78301966,0.016296387,0.40542263,0.75641054,1.0032268,-0.61042917,0.8548381,-0.29657587,0.42011955,0.19220266,1.0380617,0.87472814,-0.8752203,-0.2653802,-0.66333187,-1.231701,1.4048114,-0.7163496,0.24768671,1.1692903,0.86632085,0.28761876,1.749623,0.027647316,1.0470812,0.22886246,1.4419503,0
1.244708,0.8261927,1.0111289,-1.1510032,-0.20548989,0.20883816,-0.0647369,1.0550822,1.0410831,0.1802725,0.005984204,-0.2825161,0.05891396,-1.0342126,1.5637237,-0.86962616,-1.3225974,0.0513815,-0.59431225,1.5412514,0.6711112,-1.187419,-1.230479,0.054559074,-1.1111363,0.18579721,2.1700504,-0.69833726,0.8839336,0.12180592,1.3893142,-2.0698712,0
0.31334794,-1.6856576,1.3447633,-1.1007123,1.2216593,-0.52741516,-0.17301653,0.25993788,0.8041852,1.7099289,1.0495386,0.98691505,-1.2208315,0.22794352,0.17781144,0.65307283,1.3492837,0.7424407,-0.32620943,-0.19158041,0.011655711,1.715472,0.2665717,0.29754296,-0.56655604,0.50675726,0.3954453,1.7638755,-0.33440614,0.4462533,-1.1223054,1.4966648,0
-0.5370168,0.5893497,-0.30659565,0.71189666,-0.1128193,1.4358203,0.67070585,0.47671205,2.2968693,0.57318187,1.6134995,0.5651055,-0.27525103,1.3693932,0.4380092,0.5285333,-0.78390694,-0.67397004,0.80135775,-0.6543199,-0.2025055,-0.842826,-0.014765181,0.037149534,-0.043184772,0.28935796,1.2761337,-1.0434661,-0.55390984,0.6191038,1.7449527,-0.48051694,0
-0.5552671,0.68040085,-0.34344852,0.17681283,1.0445138,0.5093232,-0.6036081,-0.6249317,-0.42865378,0.39684492,1.7728677,3.9784124,-0.5753539,-0.035645097,-0.114098616,-1.010348,-0.84526277,0.2591948,-0.88632596,0.4518172,1.3247794,0.88584286,1.8230577,-1.5495118,0.29220074,-0.0217854,1.2005746,0.4809497,-2.225678,-0.7081707,0.90413284,-0.6059496,0
1.210177,-0.37378514,-0.5614905,0.13089937,-0.4538308,-0.4512578,-0.8881664,0.7762199,0.6866258,0.71452177,-0.18699634,0.5254194,-1.040248,1.1237805,0.7121695,1.4470062,-0.10272969,1.4079858,0.040691342,-1.9214989,-1.2589833,0.36236197,-0.8095782,-0.9057588,-0.5968862,0.07306199,0.44875208,0.44801688,-1.145101,0.7599317,0.022290826,1.8031716,0
2.353857,-0.059632033,0.62217814,-2.5510843,-1.8275182,1.0004876,0.17038906,-1.747684,0.9999506,-0.9435041,1.2221276,1.1806531,0.7273073,0.025973834,-0.2660453,1.0781775,-0.41345635,-0.35464758,-1.5849873,0.22216094,0.3759561,2.1893544,-0.38158116,-0.036537245,0.119595855,0.33960378,0.77893615,1.2512378,0.21575789,0.4533764,-0.52787375,1.7559861,0
-0.05715552,1.4610828,1.0869943,-0.30350253,0.20230615,1.2134986,-0.0773813,0.5766298,2.3171976,-0.4794321,1.81147,0.33960116,-0.96465206,1.1152635,-0.20790292,0.11709097,0.9746027,-0.31912714,-0.61445516,-0.5458964,0.90461,-1.2626755,-0.1889235,-0.6901517,-0.4550445,0.13695532,1.5016959,-0.56526446,-0.29978025,0.3656209,1.1484581,-0.78768677,0
0.41185838,-1.3353233,-0.60132396,0.715934,0.58041686,-0.84069014,0.26820147,0.1477387,1.1876456,-0.6032094,-0.60952085,1.202557,1.202704,-0.22371094,0.044787407,0.8405116,1.1200638,0.59120727,0.13332912,-0.13253607,-0.8829168,1.775565,0.5611611,-0.33070552,0.33513898,0.5485645,0.6361708,1.3454204,1.3178616,-0.25403643,-0.4720866,1.5352589,0
1.4593505,-0.04981327,0.8700572,0.52771515,0.43942648,0.482564,-0.61005723,-0.4259405,1.1070412,-0.66392666,-0.115595,0.66421473,-0.70469755,0.5497133,0.06491047,0.82142663,-0.805557,1.5440764,-0.4138174,-0.9988111,-0.6867431,1.5401801,-0.48565987,0.07997599,0.46886516,0.7162527,0.8399089,1.1102564,-2.223898,0.30240083,-0.7927449,1.401965,0
-0.74099976,-0.4306485,-1.1082586,-0.40909058,-0.22417648,-1.3735584,-0.47835433,-0.99492884,-0.21156658,0.9492754,0.8070994,0.027307458,0.33334208,-1.1629375,-1.770035,1.0031289,-0.833055,1.3668336,1.1193867,-1.6733088,0.24575433,-0.5912178,0.54421306,0.021646466,0.9475752,-0.14844081,0.25768,-0.61213344,-0.12926668,0.66813743,-1.8925995,1.7582657,0
1.4020044,0.46412015,-0.78827554,-0.46339467,-0.027323728,0.11148828,-0.91590357,1.0521688,-1.1712505,0.20518537,-0.3453779,-2.0181825,1.5011967,0.996271,0.043165356,-0.96916205,-0.10373031,-1.4149444,0.639329,-1.5716487,0.17377213,-0.3179601,0.74492836,0.67034423,-0.44169658,0.40387124,1.1659476,-0.52145517,1.2105614,0.1485071,-0.6729016,-0.79390305,0
-0.112299025,-0.13186058,-0.058289737,-0.13882855,0.11911162,-1.8802496,-0.25947797,0.14181118,1.110615,0.59904987,2.818119,1.6292892,-0.8777783,0.59935236,-0.98022383,-0.7575207,-0.4468311,1.6307943,-0.7248097,-1.4223969,-1.4381071,-1.8224671,0.26945236,-2.495962,0.962221,-2.3296869,0.90473646,-1.4328661,-0.5736064,0.39463413,0.3082191,-0.051099166,0
0.6931116,-0.8240758,-3.748381,-0.1829897,-0.1778622,-0.024610132,1.2884556,-0.39639252,0.7420514,0.23097742,0.23989412,2.3956947,-0.4736839,-0.8386251,-0.25974458,1.3868835,-0.5633762,-0.37394208,0.22020636,1.7744368,0.7444693,1.0564859,0.0585234,0.5269256,-1.731762,0.8202349,-0.026198074,-0.4046379,-0.5886427,0.20582023,-0.023597911,0.72316,0
-1.0802137,-0.23089223,0.47974104,1.052719,0.15710405,-0.45391712,-0.5482708,-0.36303255,-1.2101856,0.3711928,1.0565383,-1.4278749,-0.5089828,1.0205803,1.5982076,-2.0856054,0.598731,0.6329203,-0.80740356,-2.0135481,0.76483107,-0.75573367,-0.42183393,-1.6713387,-0.40944386,-0.28607297,-0.31096223,-0.35309294,-0.19477665,-0.26792246,0.81751287,-0.28959322,0
0.39513242,-1.4585474,0.32389098,-0.77779174,-0.44055533,0.12598628,-0.0019328892,1.7890862,1.8902271,-0.8127698,0.18415105,1.0454551,-0.43572298,0.6399511,1.877635,0.21636425,1.4266791,-0.29563573,0.644595,-2.4407182,-0.4546954,-2.0445337,-0.15594539,-0.023372635,0.72216135,-0.104640186,-1.5825276,1.2779217,-0.011243284,0.33664718,1.0629852,1.8783379,0
-1.1405344,-0.11346993,-1.1698885,-0.31532195,-1.4493935,-0.88215744,2.0732715,0.34307477,0.50253683,0.93452555,-0.15515456,2.883186,1.1429291,0.5378199,-0.5499726,1.2691189,-0.24049628,2.0583334,-0.4090254,2.1943808,-0.30640823,0.6908136,-0.039696753,0.056265354,0.72656566,-0.39417115,-0.9272913,-1.6468345,0.03466183,-1.0234195,0.43314654,-0.8379446,0
-1.6600883,0.3838052,-1.1447271,0.7306839,-0.32907024,-0.24570322,1.0421275,0.27950656,-0.16468418,0.047096748,0.92102736,0.80163103,0.003601618,0.12525997,-0.04918182,1.3735946,1.192384,-0.4859748,-2.6092374,-1.6200173,0.09176356,1.6244553,0.9394623,-0.64930165,0.43000448,0.962182,0.7751439,0.38572448,1.0521106,0.13079958,0.32835507,1.7777435,0
